run_id,insName,jobCount,stageCount,machinesPerStage,timelimit,foundFeasibleSol,totalElapsedTime,firstObj,firstBound,bestObj,bestBound,improvementRatio,methodCallCounts,reportCount,mipLbBound,mipLbStatus,mipLbDelta,mipLbSolverRuntimeSec,mipLbApplyElapsedSec,mipLbDispatchCmax,mipLbSelectedDispatchVariant,retainedCpBound,retainedCpCallCount,retainedCpBounds,retainedCpModes,retainedCpBestBound,retainedCpBestStatus,retainedCpBestMode,retainedCpBestStages,retainedCpBestBottleneckStage,retainedCpBestSolverRuntimeSec,retainedCpBestApplyElapsedSec,retainedCpBestBoundObj,retainedCpStatus,retainedCpMode,retainedCpStages,retainedCpBottleneckStage,retainedCpSolverRuntimeSec,retainedCpApplyElapsedSec,retainedCpBestObj,retainedCpDispatchObj,retainedCpPostDispatchObj,retainedCpSelectedDispatchVariant,retainedCpPostSelectedDispatchVariant,retainedCpDispatchAnchorStages,retainedCpDispatchElapsedSec,retainedCpDispatchUpdatedIncumbent,retainedCpDispatchKeptIncumbent,scenario,_run_root,_scenario,_path,_has_mip,retainedCpDispatchCpUb,retainedCpDispatchCpLb,refObj,rpdf,is_2nc
20260429T103852_584952/20260429-1,132,120,20,3,4800.0,True,4792.721710568385,,,3053.0,2743.0,0.0381222432262129,"{'set_random_seed': 1, 'apply_shdlb': 1, 'initialize_by_dispatch_portfolio': 1, 'critical_schedule_repair_ls': 1, 'apply_retained_stage_cp_lb': 2, 'dispatch_from_retained_cp': 2, 'neh_cp': 3, 'incremental_pw_cp': 2, 'pw_cp': 16, 'solve_base_cp_model': 1}",27,,,,,,,,2743.0,2.0,2693.0;2743.0,first_n_quantiles_last;first_topk_bottlenecks_last,2743.0,FEASIBLE,first_topk_bottlenecks_last,i00 i01 i03 i12 i19,i01,192.347957012,192.4204468494281,3025.0,FEASIBLE,first_topk_bottlenecks_last,i00 i01 i03 i12 i19,i01,192.347957012,192.4204468494281,3025.0,3159.0,3159.0,mixed_cp_aggregate_start_slack,mixed_cp_aggregate_start_slack,,123.07870510639624,True,False,20260429-1,20260429T103852_584952,20260429-1,Outputs_scenarios/20260429T103852_584952/ff2020/20260429-1/multi_instance_summary.csv,False,,,3028,0.82223318533136,True
20260429T103852_584952/20260429-1,159,160,15,3,4800.0,True,4792.957822407464,,,4251.0,4061.0,0.0247763248451479,"{'set_random_seed': 1, 'apply_shdlb': 1, 'initialize_by_dispatch_portfolio': 1, 'critical_schedule_repair_ls': 1, 'apply_retained_stage_cp_lb': 2, 'dispatch_from_retained_cp': 2, 'neh_cp': 3, 'incremental_pw_cp': 2, 'pw_cp': 16, 'solve_base_cp_model': 1}",27,,,,,,,,4061.0,2.0,4061.0;4061.0,first_n_quantiles_last;first_topk_bottlenecks_last,4061.0,FEASIBLE,first_n_quantiles_last,i00 i05 i09 i14,,192.1133406,192.16439387807625,4113.0,FEASIBLE,first_topk_bottlenecks_last,i00 i05 i06 i08 i14,i05,192.135688903,192.2555148601532,4198.0,4346.0,4346.0,snapshot_1_ub_4199:mixed_cp_last_anchor,snapshot_1_ub_4199:mixed_cp_last_anchor,,103.08128362800926,True,False,20260429-1,20260429T103852_584952,20260429-1,Outputs_scenarios/20260429T103852_584952/all_scenarios_summary.csv,False,,,4190,1.445326383129961,True
20260429T103852_584952/20260429-1,192,240,20,3,9600.0,True,9585.83471445134,,,6221.0,5879.0,0.0269044267167214,"{'set_random_seed': 1, 'apply_shdlb': 1, 'initialize_by_dispatch_portfolio': 1, 'critical_schedule_repair_ls': 1, 'apply_retained_stage_cp_lb': 2, 'dispatch_from_retained_cp': 2, 'neh_cp': 3, 'incremental_pw_cp': 1, 'pw_cp': 4}",14,,,,,,,,5879.0,2.0,5879.0;5879.0,first_n_quantiles_last;first_topk_bottlenecks_last,5879.0,FEASIBLE,first_n_quantiles_last,i00 i06 i13 i19,,384.145384851,384.2510604476556,6185.0,FEASIBLE,first_topk_bottlenecks_last,i00 i01 i06 i08 i19,i01,384.155561449,384.2886062194593,6159.0,6357.0,6357.0,snapshot_1_ub_6160:mixed_cp_first_anchor,snapshot_1_ub_6160:mixed_cp_first_anchor,,296.1946866195649,True,False,20260429-1,20260429T103852_584952,20260429-1,Outputs_scenarios/20260429T103852_584952/ff2020/20260429-1/multi_instance_summary.csv,False,,,6158,1.0178528152516357,True
20260429T140146_391618/20260429-1,1,40,5,3,400.0,True,27.862577373161912,,,976.0,976.0,0.0040816326530612,"{'set_random_seed': 1, 'apply_shdlb': 1, 'initialize_by_dispatch_portfolio': 1, 'critical_schedule_repair_ls': 1, 'apply_retained_stage_cp_lb': 2, 'dispatch_from_retained_cp': 2}",7,,,,,,,,976.0,2.0,973.0;976.0,first_n_quantiles_last;first_topk_bottlenecks_last,976.0,OPTIMAL,first_topk_bottlenecks_last,i0 i1 i2 i3 i4,i1,4.794239203,4.805728613398969,976.0,OPTIMAL,first_topk_bottlenecks_last,i0 i1 i2 i3 i4,i1,4.794239203,4.805728613398969,976.0,976.0,976.0,cp_band_preferred_strict_start_release,cp_band_preferred_strict_start_release,i1 i2 i3,3.3051049383357167,True,False,,20260429T140146_391618,20260429-1,Outputs_scenarios/20260429T140146_391618/ff2020/20260429-1/multi_instance_summary.csv,False,,,976,0.0,True
20260429T140146_391618/20260429-1,2,40,10,3,800.0,True,150.57151731383055,,,1292.0,1292.0,0.0159939070830159,"{'set_random_seed': 1, 'apply_shdlb': 1, 'initialize_by_dispatch_portfolio': 1, 'critical_schedule_repair_ls': 1, 'apply_retained_stage_cp_lb': 2, 'dispatch_from_retained_cp': 2, 'neh_cp': 2}",9,,,,,,,,1292.0,2.0,1287.0;1292.0,first_n_quantiles_last;first_topk_bottlenecks_last,1292.0,OPTIMAL,first_topk_bottlenecks_last,i0 i1 i2 i6 i9,i1,3.3872704500000004,3.398723107296973,1292.0,OPTIMAL,first_topk_bottlenecks_last,i0 i1 i2 i6 i9,i1,3.3872704500000004,3.398723107296973,1292.0,1294.0,1294.0,cp_band_preferred_strict_start_release,cp_band_preferred_strict_start_release,i1 i2,8.155706267338246,True,False,,20260429T140146_391618,20260429-1,Outputs_scenarios/20260429T140146_391618/ff2020/20260429-1/multi_instance_summary.csv,False,,,1292,0.0,True
20260429T140146_391618/20260429-1,3,40,15,3,1200.0,True,1198.438607314315,,,1514.0,1484.0,0.0232258064516129,"{'set_random_seed': 1, 'apply_shdlb': 1, 'initialize_by_dispatch_portfolio': 1, 'critical_schedule_repair_ls': 1, 'apply_retained_stage_cp_lb': 2, 'dispatch_from_retained_cp': 2, 'neh_cp': 3, 'incremental_pw_cp': 2, 'pw_cp': 13, 'solve_base_cp_model': 1}",24,,,,,,,,1484.0,2.0,1453.0;1484.0,first_n_quantiles_last;first_topk_bottlenecks_last,1484.0,FEASIBLE,first_topk_bottlenecks_last,i00 i01 i08 i11 i14,i01,48.078992501,48.0985648771748,1489.0,FEASIBLE,first_topk_bottlenecks_last,i00 i01 i08 i11 i14,i01,48.078992501,48.0985648771748,1489.0,1547.0,1548.0,incumbent_before_retained_cp,snapshot_1_ub_1490:cp_band_preferred_strict_start_release,,15.17642909148708,False,True,,20260429T140146_391618,20260429-1,Outputs_scenarios/20260429T140146_391618/ff2020/20260429-1/multi_instance_summary.csv,False,,,1486,1.8666666666666667,True
20260429T140146_391618/20260429-1,4,40,20,3,1600.0,True,1597.71690748501,,,1936.0,1743.0,0.0629235237173281,"{'set_random_seed': 1, 'apply_shdlb': 1, 'initialize_by_dispatch_portfolio': 1, 'critical_schedule_repair_ls': 1, 'apply_retained_stage_cp_lb': 2, 'dispatch_from_retained_cp': 2, 'neh_cp': 3, 'incremental_pw_cp': 2, 'pw_cp': 16, 'solve_base_cp_model': 1}",27,,,,,,,,1743.0,2.0,1683.0;1743.0,first_n_quantiles_last;first_topk_bottlenecks_last,1743.0,FEASIBLE,first_topk_bottlenecks_last,i00 i02 i08 i18 i19,i02,64.057635117,64.08801203221083,1844.0,FEASIBLE,first_topk_bottlenecks_last,i00 i02 i08 i18 i19,i02,64.057635117,64.08801203221083,1844.0,2065.0,2066.0,incumbent_before_retained_cp,best_of_mixed_dispatches_cp_slack_urgency_rank,,28.42310176370665,False,True,,20260429T140146_391618,20260429-1,Outputs_scenarios/20260429T140146_391618/ff2020/20260429-1/multi_instance_summary.csv,False,,,1943,-0.36091776230987366,True
20260429T140146_391618/20260429-1,5,80,5,3,800.0,True,33.42914224136621,,,1974.0,1974.0,0.0,"{'set_random_seed': 1, 'apply_shdlb': 1, 'initialize_by_dispatch_portfolio': 1}",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20260429T140146_391618,20260429-1,Outputs_scenarios/20260429T140146_391618/ff2020/20260429-1/multi_instance_summary.csv,False,,,1974,0.0,True
20260429T140146_391618/20260429-1,6,80,10,3,1600.0,True,1597.8073771829727,,,2208.0,2095.0,0.0290237467018469,"{'set_random_seed': 1, 'apply_shdlb': 1, 'initialize_by_dispatch_portfolio': 1, 'critical_schedule_repair_ls': 1, 'apply_retained_stage_cp_lb': 2, 'dispatch_from_retained_cp': 2, 'neh_cp': 3, 'incremental_pw_cp': 2, 'pw_cp': 14, 'solve_base_cp_model': 1}",25,,,,,,,,2095.0,2.0,2095.0;2095.0,first_n_quantiles_last;first_topk_bottlenecks_last,2095.0,FEASIBLE,first_n_quantiles_last,i0 i3 i6 i9,,64.07972818200001,64.1064639929682,2121.0,FEASIBLE,first_topk_bottlenecks_last,i0 i2 i3 i8 i9,i2,64.075734761,64.10865941504017,2195.0,2274.0,2279.0,incumbent_before_retained_cp,snapshot_1_ub_2196:mixed_cp_aggregate_start_slack,,17.49076860724017,False,True,,20260429T140146_391618,20260429-1,Outputs_scenarios/20260429T140146_391618/ff2020/20260429-1/multi_instance_summary.csv,False,,,2161,2.1515220874341954,True
20260429T140146_391618/20260429-1,7,80,15,3,2400.0,True,2396.8260802311006,,,2335.0,2333.0,0.0080713678844519,"{'set_random_seed': 1, 'apply_shdlb': 1, 'initialize_by_dispatch_portfolio': 1, 'critical_schedule_repair_ls': 1, 'apply_retained_stage_cp_lb': 2, 'dispatch_from_retained_cp': 2, 'neh_cp': 3, 'incremental_pw_cp': 2, 'pw_cp': 13, 'solve_base_cp_model': 1}",24,,,,,,,,2333.0,2.0,2309.0;2333.0,first_n_quantiles_last;first_topk_bottlenecks_last,2333.0,OPTIMAL,first_topk_bottlenecks_last,i00 i02 i06 i10 i14,i02,15.501899919,15.524805173743516,2333.0,OPTIMAL,first_topk_bottlenecks_last,i00 i02 i06 i10 i14,i02,15.501899919,15.524805173743516,2333.0,2347.0,2359.0,incumbent_before_retained_cp,best_of_mixed_dispatches_cp_consensus_rank,,37.31877390854061,False,True,,20260429T140146_391618,20260429-1,Outputs_scenarios/20260429T140146_391618/ff2020/20260429-1/multi_instance_summary.csv,False,,,2333,0.0856898029134533,True
20260429T140146_391618/20260429-1,8,80,20,3,3200.0,True,3195.041666433979,,,2406.0,2243.0,0.0372148859543817,"{'set_random_seed': 1, 'apply_shdlb': 1, 'initialize_by_dispatch_portfolio': 1, 'critical_schedule_repair_ls': 1, 'apply_retained_stage_cp_lb': 2, 'dispatch_from_retained_cp': 2, 'neh_cp': 3, 'incremental_pw_cp': 2, 'pw_cp': 13, 'solve_base_cp_model': 1}",24,,,,,,,,2243.0,2.0,2231.0;2243.0,first_n_quantiles_last;first_topk_bottlenecks_last,2243.0,FEASIBLE,first_topk_bottlenecks_last,i00 i02 i14 i17 i19,i02,128.069393889,128.1154649471864,2365.0,FEASIBLE,first_topk_bottlenecks_last,i00 i02 i14 i17 i19,i02,128.069393889,128.1154649471864,2365.0,2499.0,2510.0,incumbent_before_retained_cp,best_of_mixed_dispatches_cp_consensus_rank,,72.46501989429817,False,True,,20260429T140146_391618,20260429-1,Outputs_scenarios/20260429T140146_391618/ff2020/20260429-1/multi_instance_summary.csv,False,,,2393,0.5417795374036257,True
20260429T140146_391618/20260429-1,9,120,5,3,1200.0,True,784.2857362003997,,,2818.0,2818.0,0.0021246458923512,"{'set_random_seed': 1, 'apply_shdlb': 1, 'initialize_by_dispatch_portfolio': 1, 'critical_schedule_repair_ls': 1, 'apply_retained_stage_cp_lb': 2, 'dispatch_from_retained_cp': 2, 'neh_cp': 3, 'incremental_pw_cp': 1, 'pw_cp': 6}",16,,,,,,,,2818.0,2.0,2818.0;2818.0,first_n_quantiles_last;first_topk_bottlenecks_last,2818.0,FEASIBLE,first_n_quantiles_last,i0 i1 i3 i4,,48.080080765000005,48.10742373019457,2820.0,FEASIBLE,first_topk_bottlenecks_last,i0 i1 i2 i3 i4,i1,48.074781076,48.12306242343038,2820.0,2820.0,2820.0,incumbent_before_retained_cp,cp_band_preferred_strict_call_release,,15.58433071197942,False,True,,20260429T140146_391618,20260429-1,Outputs_scenarios/20260429T140146_391618/ff2020/20260429-1/multi_instance_summary.csv,False,,,2818,0.0,True
20260429T140146_391618/20260429-1,10,120,10,3,2400.0,True,2396.4958084777627,,,3127.0,3118.0,0.0015964240102171,"{'set_random_seed': 1, 'apply_shdlb': 1, 'initialize_by_dispatch_portfolio': 1, 'critical_schedule_repair_ls': 1, 'apply_retained_stage_cp_lb': 2, 'dispatch_from_retained_cp': 2, 'neh_cp': 3, 'incremental_pw_cp': 2, 'pw_cp': 14, 'solve_base_cp_model': 1}",25,,,,,,,,3118.0,2.0,3106.0;3118.0,first_n_quantiles_last;first_topk_bottlenecks_last,3118.0,FEASIBLE,first_topk_bottlenecks_last,i0 i1 i6 i7 i9,i1,96.099626696,96.14213144546376,3132.0,FEASIBLE,first_topk_bottlenecks_last,i0 i1 i6 i7 i9,i1,96.099626696,96.14213144546376,3132.0,3132.0,3134.0,incumbent_before_retained_cp,best_of_mixed_dispatches_cp_consensus_rank,,16.03940620692447,False,True,,20260429T140146_391618,20260429-1,Outputs_scenarios/20260429T140146_391618/ff2020/20260429-1/multi_instance_summary.csv,False,,,3124,0.09598464245720685,True
20260429T140146_391618/20260429-1,11,120,15,3,3600.0,True,3594.855756105096,,,3279.0,3115.0,0.0468023255813953,"{'set_random_seed': 1, 'apply_shdlb': 1, 'initialize_by_dispatch_portfolio': 1, 'critical_schedule_repair_ls': 1, 'apply_retained_stage_cp_lb': 2, 'dispatch_from_retained_cp': 2, 'neh_cp': 3, 'incremental_pw_cp': 2, 'pw_cp': 12, 'solve_base_cp_model': 1}",23,,,,,,,,3111.0,2.0,3115.0;3111.0,first_n_quantiles_last;first_topk_bottlenecks_last,3115.0,FEASIBLE,first_n_quantiles_last,i00 i05 i09 i14,,144.11969977500002,144.1512422519736,3274.0,FEASIBLE,first_topk_bottlenecks_last,i00 i01 i05 i09 i14,i01,144.08973012200002,144.1466709524393,3286.0,3411.0,3411.0,snapshot_1_ub_3287:mixed_cp_consensus,snapshot_1_ub_3287:mixed_cp_consensus,,62.94703476224095,True,False,,20260429T140146_391618,20260429-1,Outputs_scenarios/20260429T140146_391618/ff2020/20260429-1/multi_instance_summary.csv,False,,,3286,-0.21325209444021326,True
20260429T140146_391618/20260429-1,12,120,20,3,4800.0,True,4792.894199696686,,,3652.0,3628.0,0.0119047619047619,"{'set_random_seed': 1, 'apply_shdlb': 1, 'initialize_by_dispatch_portfolio': 1, 'critical_schedule_repair_ls': 1, 'apply_retained_stage_cp_lb': 2, 'dispatch_from_retained_cp': 2, 'neh_cp': 3, 'incremental_pw_cp': 2, 'pw_cp': 12, 'solve_base_cp_model': 1}",23,,,,,,,,3628.0,2.0,3620.0;3628.0,first_n_quantiles_last;first_topk_bottlenecks_last,3628.0,FEASIBLE,first_topk_bottlenecks_last,i00 i01 i09 i16 i19,i01,192.140732978,192.17963309353212,3649.0,FEASIBLE,first_topk_bottlenecks_last,i00 i01 i09 i16 i19,i01,192.140732978,192.17963309353212,3649.0,3696.0,3696.0,incumbent_before_retained_cp,best_of_mixed_dispatches_cp_tail_bottleneck_rank,,136.45349074713886,False,True,,20260429T140146_391618,20260429-1,Outputs_scenarios/20260429T140146_391618/ff2020/20260429-1/multi_instance_summary.csv,False,,,3637,0.4115790917821375,True
20260429T140146_391618/20260429-1,13,160,5,3,1600.0,True,86.45015187328681,,,4141.0,4141.0,0.0,"{'set_random_seed': 1, 'apply_shdlb': 1, 'initialize_by_dispatch_portfolio': 1}",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20260429T140146_391618,20260429-1,Outputs_scenarios/20260429T140146_391618/ff2020/20260429-1/multi_instance_summary.csv,False,,,4141,0.0,True
20260429T140146_391618/20260429-1,14,160,10,3,3200.0,True,3195.252302058554,,,4270.0,4269.0,0.005125815470643,"{'set_random_seed': 1, 'apply_shdlb': 1, 'initialize_by_dispatch_portfolio': 1, 'critical_schedule_repair_ls': 1, 'apply_retained_stage_cp_lb': 2, 'dispatch_from_retained_cp': 2, 'neh_cp': 3, 'incremental_pw_cp': 2, 'pw_cp': 13, 'solve_base_cp_model': 1}",24,,,,,,,,4259.0,2.0,4259.0;4259.0,first_n_quantiles_last;first_topk_bottlenecks_last,4259.0,FEASIBLE,first_n_quantiles_last,i0 i3 i6 i9,,128.120383463,128.16038363566622,4279.0,FEASIBLE,first_topk_bottlenecks_last,i0 i1 i3 i7 i9,i1,128.10594418300002,128.157822673209,4271.0,4280.0,4284.0,incumbent_before_retained_cp,snapshot_1_ub_4272:selected_post_retained_cp_local_repair,,50.08235041750595,False,True,,20260429T140146_391618,20260429-1,Outputs_scenarios/20260429T140146_391618/ff2020/20260429-1/multi_instance_summary.csv,False,,,4270,0.0,True
20260429T140146_391618/20260429-1,17,200,5,3,2000.0,True,691.3671806403436,,,5020.0,5020.0,0.0011937922801432,"{'set_random_seed': 1, 'apply_shdlb': 1, 'initialize_by_dispatch_portfolio': 1, 'critical_schedule_repair_ls': 1, 'apply_retained_stage_cp_lb': 2, 'dispatch_from_retained_cp': 2, 'neh_cp': 1}",8,,,,,,,,5020.0,2.0,5020.0;5020.0,first_n_quantiles_last;first_topk_bottlenecks_last,5020.0,FEASIBLE,first_n_quantiles_last,i0 i1 i3 i4,,80.078803744,80.13444441743195,5023.0,FEASIBLE,first_topk_bottlenecks_last,i0 i1 i2 i3 i4,i1,80.080872611,80.2042350419797,5021.0,5021.0,5021.0,mixed_cp_last_anchor,mixed_cp_last_anchor,,116.42044596374036,True,False,,20260429T140146_391618,20260429-1,Outputs_scenarios/20260429T140146_391618/ff2020/20260429-1/multi_instance_summary.csv,False,,,5020,0.0,True
20260429T155141_962595/20260429-1,1,40,5,3,400.0,True,28.903032208792865,,,976.0,976.0,0.0040816326530612,"{'set_random_seed': 1, 'apply_shdlb': 1, 'initialize_by_dispatch_portfolio': 1, 'critical_schedule_repair_ls': 1, 'apply_retained_stage_cp_lb': 1, 'dispatch_from_retained_cp': 1}",5,,,,,,,,976.0,1.0,976.0,first_n_quantiles_last,976.0,OPTIMAL,first_n_quantiles_last,i0 i1 i2 i3 i4,,6.037677773,6.050675941631198,976.0,OPTIMAL,first_n_quantiles_last,i0 i1 i2 i3 i4,,6.037677773,6.050675941631198,976.0,976.0,976.0,cp_band_preferred_strict_start_release,cp_band_preferred_strict_start_release,i1 i2 i3,5.041593248024583,True,False,20260429-1,20260429T155141_962595,20260429-1,Outputs_scenarios/20260429T155141_962595/ff2020/20260429-1/multi_instance_summary.csv,False,,,976,0.0,True
20260429T155141_962595/20260429-1,2,40,10,3,800.0,True,213.53081105463207,,,1292.0,1292.0,0.0159939070830159,"{'set_random_seed': 1, 'apply_shdlb': 1, 'initialize_by_dispatch_portfolio': 1, 'critical_schedule_repair_ls': 1, 'apply_retained_stage_cp_lb': 2, 'dispatch_from_retained_cp': 2, 'neh_cp': 3}",10,,,,,,,,1292.0,2.0,1292.0;1292.0,first_n_quantiles_last;first_topk_bottlenecks_last,1292.0,OPTIMAL,first_n_quantiles_last,i0 i2 i4 i7 i9,,3.401244198,3.41479066060856,1292.0,OPTIMAL,first_topk_bottlenecks_last,i0 i1 i2 i5 i6 i9,i1,0.625596571,0.6390016181394458,1292.0,1296.0,1296.0,incumbent_before_retained_cp,snapshot_2_ub_1294:cp_band_preferred_strict_start_release,,12.457103012129664,False,True,20260429-1,20260429T155141_962595,20260429-1,Outputs_scenarios/20260429T155141_962595/ff2020/20260429-1/multi_instance_summary.csv,False,,,1292,0.0,True
20260429T155141_962595/20260429-1,3,40,15,3,1200.0,True,1198.378554894031,,,1491.0,1484.0,0.0380645161290322,"{'set_random_seed': 1, 'apply_shdlb': 1, 'initialize_by_dispatch_portfolio': 1, 'critical_schedule_repair_ls': 1, 'apply_retained_stage_cp_lb': 2, 'dispatch_from_retained_cp': 2, 'neh_cp': 3, 'incremental_pw_cp': 2, 'pw_cp': 12, 'solve_base_cp_model': 1}",23,,,,,,,,1484.0,2.0,1453.0;1484.0,first_n_quantiles_last;first_topk_bottlenecks_last,1484.0,FEASIBLE,first_topk_bottlenecks_last,i00 i01 i07 i08 i11 i14,i01,48.061928827,48.08131474722177,1485.0,FEASIBLE,first_topk_bottlenecks_last,i00 i01 i07 i08 i11 i14,i01,48.061928827,48.08131474722177,1485.0,1547.0,1552.0,incumbent_before_retained_cp,snapshot_2_ub_1487:mixed_cp_aggregate_start_slack,,23.62193827237934,False,True,20260429-1,20260429T155141_962595,20260429-1,Outputs_scenarios/20260429T155141_962595/all_scenarios_summary.csv,False,,,1486,0.3359086328518643,True
20260429T155141_962595/20260429-1,4,40,20,3,1600.0,True,1597.5290987082767,,,1925.0,1741.0,0.0682478218780251,"{'set_random_seed': 1, 'apply_shdlb': 1, 'initialize_by_dispatch_portfolio': 1, 'critical_schedule_repair_ls': 1, 'apply_retained_stage_cp_lb': 2, 'dispatch_from_retained_cp': 2, 'neh_cp': 3, 'incremental_pw_cp': 2, 'pw_cp': 18, 'solve_base_cp_model': 1}",29,,,,,,,,1741.0,2.0,1687.0;1741.0,first_n_quantiles_last;first_topk_bottlenecks_last,1741.0,FEASIBLE,first_topk_bottlenecks_last,i00 i02 i03 i08 i18 i19,i02,64.049095604,64.0778425517492,1840.0,FEASIBLE,first_topk_bottlenecks_last,i00 i02 i03 i08 i18 i19,i02,64.049095604,64.0778425517492,1840.0,2047.0,2047.0,snapshot_2_ub_1842:mixed_cp_consensus,snapshot_2_ub_1842:mixed_cp_consensus,,42.39013058645651,True,False,20260429-1,20260429T155141_962595,20260429-1,Outputs_scenarios/20260429T155141_962595/all_scenarios_summary.csv,False,,,1943,-0.9307135470527405,True
20260429T155141_962595/20260429-1,5,80,5,3,800.0,True,33.778129699639976,,,1974.0,1974.0,0.0,"{'set_random_seed': 1, 'apply_shdlb': 1, 'initialize_by_dispatch_portfolio': 1}",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20260429-1,20260429T155141_962595,20260429-1,Outputs_scenarios/20260429T155141_962595/all_scenarios_summary.csv,False,,,1974,0.0,True
20260429T155141_962595/20260429-1,6,80,10,3,1600.0,True,1597.8010295833917,,,2165.0,2097.0,0.0479331574318381,"{'set_random_seed': 1, 'apply_shdlb': 1, 'initialize_by_dispatch_portfolio': 1, 'critical_schedule_repair_ls': 1, 'apply_retained_stage_cp_lb': 2, 'dispatch_from_retained_cp': 2, 'neh_cp': 3, 'incremental_pw_cp': 2, 'pw_cp': 14, 'solve_base_cp_model': 1}",25,,,,,,,,2097.0,2.0,2095.0;2097.0,first_n_quantiles_last;first_topk_bottlenecks_last,2097.0,FEASIBLE,first_topk_bottlenecks_last,i0 i2 i3 i7 i8 i9,i2,64.068050696,64.11405687546358,2230.0,FEASIBLE,first_topk_bottlenecks_last,i0 i2 i3 i7 i8 i9,i2,64.068050696,64.11405687546358,2230.0,2273.0,2273.0,snapshot_1_ub_2231:mixed_cp_first_anchor,snapshot_1_ub_2231:mixed_cp_first_anchor,,30.8487732145004,True,False,20260429-1,20260429T155141_962595,20260429-1,Outputs_scenarios/20260429T155141_962595/all_scenarios_summary.csv,False,,,2161,0.18492834026814609,True
20260429T155141_962595/20260429-1,7,80,15,3,2400.0,True,2396.613959806812,,,2335.0,2333.0,0.0080713678844519,"{'set_random_seed': 1, 'apply_shdlb': 1, 'initialize_by_dispatch_portfolio': 1, 'critical_schedule_repair_ls': 1, 'apply_retained_stage_cp_lb': 2, 'dispatch_from_retained_cp': 2, 'neh_cp': 3, 'incremental_pw_cp': 2, 'pw_cp': 12, 'solve_base_cp_model': 1}",23,,,,,,,,2333.0,2.0,2333.0;2333.0,first_n_quantiles_last;first_topk_bottlenecks_last,2333.0,OPTIMAL,first_n_quantiles_last,i00 i04 i07 i10 i14,,12.603580566000002,12.629933794029055,2333.0,OPTIMAL,first_topk_bottlenecks_last,i00 i02 i06 i09 i10 i14,i02,18.876751795,18.91149804741144,2333.0,2347.0,2359.0,incumbent_before_retained_cp,best_of_mixed_dispatches_cp_slack_urgency_rank,,54.29657351598144,False,True,20260429-1,20260429T155141_962595,20260429-1,Outputs_scenarios/20260429T155141_962595/ff2020/20260429-1/multi_instance_summary.csv,False,,,2333,0.0856898029134533,True
20260429T155141_962595/20260429-1,8,80,20,3,3200.0,True,3194.9438122361344,,,2415.0,2240.0,0.0336134453781512,"{'set_random_seed': 1, 'apply_shdlb': 1, 'initialize_by_dispatch_portfolio': 1, 'critical_schedule_repair_ls': 1, 'apply_retained_stage_cp_lb': 2, 'dispatch_from_retained_cp': 2, 'neh_cp': 3, 'incremental_pw_cp': 2, 'pw_cp': 13, 'solve_base_cp_model': 1}",24,,,,,,,,2240.0,2.0,2231.0;2240.0,first_n_quantiles_last;first_topk_bottlenecks_last,2240.0,FEASIBLE,first_topk_bottlenecks_last,i00 i01 i02 i14 i17 i19,i01,128.11036061,128.15119971474633,2386.0,FEASIBLE,first_topk_bottlenecks_last,i00 i01 i02 i14 i17 i19,i01,128.11036061,128.15119971474633,2386.0,2499.0,2510.0,incumbent_before_retained_cp,best_of_mixed_dispatches_cp_consensus_rank,,119.53387997765094,False,True,20260429-1,20260429T155141_962595,20260429-1,Outputs_scenarios/20260429T155141_962595/ff2020/20260429-1/multi_instance_summary.csv,False,,,2393,0.9151414309484193,True
20260429T155141_962595/20260429-1,9,120,5,3,1200.0,True,760.2755767866038,,,2818.0,2818.0,0.0021246458923512,"{'set_random_seed': 1, 'apply_shdlb': 1, 'initialize_by_dispatch_portfolio': 1, 'critical_schedule_repair_ls': 1, 'apply_retained_stage_cp_lb': 2, 'dispatch_from_retained_cp': 2, 'neh_cp': 3, 'incremental_pw_cp': 1, 'pw_cp': 6}",16,,,,,,,,2818.0,2.0,2818.0;2818.0,first_n_quantiles_last;first_topk_bottlenecks_last,2818.0,FEASIBLE,first_n_quantiles_last,i0 i1 i2 i3 i4,,48.070543732,48.10332521144301,2820.0,FEASIBLE,first_topk_bottlenecks_last,i0 i1 i2 i3 i4,i1,48.062058089,48.12820043088868,2820.0,2820.0,2820.0,incumbent_before_retained_cp,cp_band_preferred_strict_call_release,,15.968687922228128,False,True,20260429-1,20260429T155141_962595,20260429-1,Outputs_scenarios/20260429T155141_962595/ff2020/20260429-1/multi_instance_summary.csv,False,,,2818,0.0,True
