insName,bestObj,rpdf,jobCount,stageCount,timelimit,method,type
48,5184.0,0.4640371229698375,240,20,9600.0,0504,240x20
49,878.0,0.2280501710376282,40,5,400.0,0504,40x5
50,1179.0,-0.4231908590774439,40,10,800.0,0504,40x10
51,1603.0,-1.9153537225826385,40,15,1200.0,0504,40x15
52,1591.0,0.1257861635220125,40,20,1600.0,0504,40x20
53,2071.0,0.0,80,5,800.0,0504,80x5
54,1810.0,0.6651884700665188,80,10,1600.0,0504,80x10
55,2482.0,0.5656565656565656,80,15,2400.0,0504,80x15
56,2721.0,-2.468239564428312,80,20,3200.0,0504,80x20
57,2932.0,0.0,120,5,1200.0,0504,120x5
58,3137.0,0.0956785201722213,120,10,2400.0,0504,120x10
59,2718.0,1.147086031452359,120,15,3600.0,0504,120x15
60,3580.0,-0.8898776418242491,120,20,4800.0,0504,120x20
61,4365.0,0.0,160,5,1600.0,0504,160x5
62,4583.0,0.0,160,10,3200.0,0504,160x10
63,4113.0,0.9527299377061196,160,15,4800.0,0504,160x15
64,3916.0,0.640450877417702,160,20,6400.0,0504,160x20
65,4868.0,0.0,200,5,2000.0,0504,200x5
66,5095.0,0.0,200,10,4000.0,0504,200x10
67,5239.0,0.0,200,15,6000.0,0504,200x15
68,5392.0,1.4759458197104156,200,20,8000.0,0504,200x20
69,6078.0,0.0,240,5,2400.0,0504,240x5
70,6482.0,-0.1233425840271353,240,10,4800.0,0504,240x10
71,6029.0,0.0,240,15,7200.0,0504,240x15
72,5135.0,1.0178117048346056,240,20,9600.0,0504,240x20
73,850.0,-0.4694835680751174,40,5,400.0,0504,40x5
74,1288.0,1.0144362075692548,40,10,800.0,0504,40x10
75,1372.0,-1.0873504893077202,40,15,1200.0,0504,40x15
76,1579.0,-2.006269592476489,40,20,1600.0,0504,40x20
77,1898.0,0.0,80,5,800.0,0504,80x5
78,1669.0,0.7215874924834637,80,10,1600.0,0504,80x10
79,2589.0,0.8923375363724539,80,15,2400.0,0504,80x15
80,2857.0,0.1401050788091068,80,20,3200.0,0504,80x20
81,3195.0,0.0,120,5,1200.0,0504,120x5
82,3196.0,0.0,120,10,2400.0,0504,120x10
83,2761.0,-0.0724112961622013,120,15,3600.0,0504,120x15
84,3600.0,-1.488833746898263,120,20,4800.0,0504,120x20
85,3938.0,0.0,160,5,1600.0,0504,160x5
86,4155.0,0.0,160,10,3200.0,0504,160x10
87,4285.0,2.051161145821054,160,15,4800.0,0504,160x15
88,3704.0,-0.188806473364801,160,20,6400.0,0504,160x20
89,5146.0,0.0,200,5,2000.0,0504,200x5
90,5229.0,0.0,200,10,4000.0,0504,200x10
91,5236.0,0.0,200,15,6000.0,0504,200x15
92,4413.0,0.2722940776038121,200,20,8000.0,0504,200x20
93,6127.0,0.0,240,5,2400.0,0504,240x5
94,6140.0,0.0,240,10,4800.0,0504,240x10
95,6635.0,0.0452249943468757,240,15,7200.0,0504,240x15
96,6126.0,-0.9261515963928832,240,20,9600.0,0504,240x20
97,765.0,0.0,40,5,400.0,0504,40x5
98,1309.0,-0.5333333333333333,40,10,800.0,0504,40x10
99,1320.0,-0.6795016987542469,40,15,1200.0,0504,40x15
100,1617.0,-1.351351351351351,40,20,1600.0,0504,40x20
101,2164.0,0.0,80,5,800.0,0504,80x5
102,1672.0,0.5397301349325337,80,10,1600.0,0504,80x10
103,2118.0,1.4265335235378032,80,15,2400.0,0504,80x15
104,2343.0,-0.6381620931716656,80,20,3200.0,0504,80x20
105,2889.0,0.0,120,5,1200.0,0504,120x5
106,3236.0,0.0,120,10,2400.0,0504,120x10
107,3320.0,1.0598031794095382,120,15,3600.0,0504,120x15
108,3620.0,-0.7156619873382879,120,20,4800.0,0504,120x20
109,4071.0,0.0,160,5,1600.0,0504,160x5
110,4177.0,0.0,160,10,3200.0,0504,160x10
111,3532.0,1.857408201171596,160,15,4800.0,0504,160x15
112,3770.0,0.0,160,20,6400.0,0504,160x20
113,4997.0,0.0200140098068648,200,5,2000.0,0504,200x5
114,5470.0,-0.018279864729001,200,10,4000.0,0504,200x10
115,5189.0,0.2122118259863027,200,15,6000.0,0504,200x15
116,4435.0,-0.0901510029299075,200,20,8000.0,0504,200x20
117,6319.0,0.0,240,5,2400.0,0504,240x5
118,6184.0,0.0,240,10,4800.0,0504,240x10
119,6414.0,0.0,240,15,7200.0,0504,240x15
120,6249.0,1.4019821126420111,240,20,9600.0,0504,240x20
121,889.0,0.112549240292628,40,5,400.0,0504,40x5
122,1285.0,-0.2331908278274387,40,10,800.0,0504,40x10
123,1218.0,-1.870679137860919,40,15,1200.0,0504,40x15
124,1966.0,-0.5579507988840984,40,20,1600.0,0504,40x20
125,2103.0,0.0,80,5,800.0,0504,80x5
126,1831.0,0.3282275711159737,80,10,1600.0,0504,80x10
127,2029.0,0.0,80,15,2400.0,0504,80x15
128,2373.0,0.0843170320404721,80,20,3200.0,0504,80x20
129,2874.0,0.0,120,5,1200.0,0504,120x5
130,3131.0,0.0,120,10,2400.0,0504,120x10
131,3302.0,1.3721603903034,120,15,3600.0,0504,120x15
132,3034.0,0.1979544704717915,120,20,4800.0,0504,120x20
133,4011.0,0.0,160,5,1600.0,0504,160x5
134,4323.0,0.0,160,10,3200.0,0504,160x10
135,3468.0,2.039032915817069,160,15,4800.0,0504,160x15
136,3725.0,0.10744023636852,160,20,6400.0,0504,160x20
137,5049.0,0.0,200,5,2000.0,0504,200x5
138,5169.0,0.0,200,10,4000.0,0504,200x10
139,5587.0,-0.0894534394847481,200,15,6000.0,0504,200x15
140,4434.0,-1.0544026920919798,200,20,8000.0,0504,200x20
141,5845.0,0.0,240,5,2400.0,0504,240x5
142,5904.0,0.1695202576707916,240,10,4800.0,0504,240x10
143,6091.0,0.0,240,15,7200.0,0504,240x15
144,6229.0,0.5473277527366388,240,20,9600.0,0504,240x20
145,787.0,0.7653061224489796,40,5,400.0,0504,40x5
146,1142.0,0.4387889425186485,40,10,800.0,0504,40x10
147,1286.0,-0.5428460643660333,40,15,1200.0,0504,40x15
148,2746.0,-0.2909090909090909,40,20,1600.0,0504,40x20
149,2003.0,0.0499375780274656,80,5,800.0,0504,80x5
150,1776.0,0.0563221627710504,80,10,1600.0,0504,80x10
151,2500.0,1.1667672500502917,80,15,2400.0,0504,80x15
152,2405.0,-0.4977187888842804,80,20,3200.0,0504,80x20
153,2754.0,0.0,120,5,1200.0,0504,120x5
154,3131.0,0.0,120,10,2400.0,0504,120x10
155,3319.0,0.3319752527538856,120,15,3600.0,0504,120x15
156,3004.0,-0.8617832283725555,120,20,4800.0,0504,120x20
157,4391.0,0.0,160,5,1600.0,0504,160x5
158,4429.0,0.0,160,10,3200.0,0504,160x10
159,4247.0,1.3511911816996562,160,15,4800.0,0504,160x15
160,3744.0,-0.9040148896570062,160,20,6400.0,0504,160x20
161,4999.0,0.0200060018005401,200,5,2000.0,0504,200x5
162,5171.0,0.0,200,10,4000.0,0504,200x10
163,5012.0,0.0,200,15,6000.0,0504,200x15
164,4349.0,1.0401016988327747,200,20,8000.0,0504,200x20
165,5930.0,0.0,240,5,2400.0,0504,240x5
166,6038.0,0.0,240,10,4800.0,0504,240x10
167,6150.0,0.0813338755591703,240,15,7200.0,0504,240x15
168,6304.0,0.1269841269841269,240,20,9600.0,0504,240x20
169,1011.0,0.396432111000991,40,5,400.0,0504,40x5
170,1112.0,-0.6275212909009413,40,10,800.0,0504,40x10
171,1389.0,-0.2875629043853343,40,15,1200.0,0504,40x15
172,1688.0,0.1185536455245998,40,20,1600.0,0504,40x20
173,2058.0,0.0,80,5,800.0,0504,80x5
174,1748.0,0.6312769010043041,80,10,1600.0,0504,80x10
175,2506.0,0.6806806806806807,80,15,2400.0,0504,80x15
176,2403.0,0.6261740763932373,80,20,3200.0,0504,80x20
177,3136.0,0.0,120,5,1200.0,0504,120x5
178,3092.0,0.0,120,10,2400.0,0504,120x10
179,3243.0,0.1234186979327368,120,15,3600.0,0504,120x15
180,3720.0,0.9724473257698542,120,20,4800.0,0504,120x20
181,4554.0,0.0,160,5,1600.0,0504,160x5
182,4299.0,0.0,160,10,3200.0,0504,160x10
183,4112.0,0.5853658536585366,160,15,4800.0,0504,160x15
184,4579.0,0.1311188811188811,160,20,6400.0,0504,160x20
185,5160.0,0.0193817230351778,200,5,2000.0,0504,200x5
186,5255.0,0.0,200,10,4000.0,0504,200x10
187,5441.0,0.0367647058823529,200,15,6000.0,0504,200x15
188,4430.0,-0.1128031584884376,200,20,8000.0,0504,200x20
189,6217.0,0.0,240,5,2400.0,0504,240x5
190,5935.0,0.0,240,10,4800.0,0504,240x10
191,6068.0,0.0,240,15,7200.0,0504,240x15
192,6222.0,1.0339256865912765,240,20,9600.0,0504,240x20
193,933.0,-0.5344735435595938,40,5,400.0,0504,40x5
194,1283.0,-0.1557632398753894,40,10,800.0,0504,40x10
195,1693.0,-1.1160058737151248,40,15,1200.0,0504,40x15
196,1730.0,0.0,40,20,1600.0,0504,40x20
197,2130.0,0.0,80,5,800.0,0504,80x5
198,1663.0,0.8454106280193237,80,10,1600.0,0504,80x10
199,2258.0,0.7557234941098022,80,15,2400.0,0504,80x15
200,2367.0,-1.2594458438287153,80,20,3200.0,0504,80x20
201,3066.0,0.0,120,5,1200.0,0504,120x5
202,3431.0,0.0,120,10,2400.0,0504,120x10
203,3305.0,1.83206106870229,120,15,3600.0,0504,120x15
204,3710.0,0.7847381951021513,120,20,4800.0,0504,120x20
205,4008.0,0.0,160,5,1600.0,0504,160x5
206,4616.0,0.0,160,10,3200.0,0504,160x10
207,4209.0,1.870503597122302,160,15,4800.0,0504,160x15
208,4519.0,0.4880212954747116,160,20,6400.0,0504,160x20
209,5334.0,0.0,200,5,2000.0,0504,200x5
210,4892.0,0.0613434209181065,200,10,4000.0,0504,200x10
211,5228.0,0.038262865888655,200,15,6000.0,0504,200x15
212,5350.0,-0.1120866803661498,200,20,8000.0,0504,200x20
213,5735.0,0.0,240,5,2400.0,0504,240x5
214,6383.0,0.0,240,10,4800.0,0504,240x10
215,6305.0,0.0,240,15,7200.0,0504,240x15
216,6174.0,-0.2588159171789065,240,20,9600.0,0504,240x20
217,1015.0,0.0,40,5,400.0,0504,40x5
218,1367.0,1.2513801987486195,40,10,800.0,0504,40x10
219,1628.0,-0.3678724708767627,40,15,1200.0,0504,40x15
220,1536.0,-0.9718172983479106,40,20,1600.0,0504,40x20
221,1873.0,0.0,80,5,800.0,0504,80x5
222,2139.0,-0.9306654257794325,80,10,1600.0,0504,80x10
223,2306.0,-0.5621621621621622,80,15,2400.0,0504,80x15
224,2515.0,-0.4364213449712358,80,20,3200.0,0504,80x20
225,2793.0,0.0,120,5,1200.0,0504,120x5
226,2994.0,0.100250626566416,120,10,2400.0,0504,120x10
227,3334.0,1.2677331723513432,120,15,3600.0,0504,120x15
228,3759.0,0.3998400639744102,120,20,4800.0,0504,120x20
229,4097.0,0.0,160,5,1600.0,0504,160x5
230,4279.0,0.0,160,10,3200.0,0504,160x10
231,4177.0,1.6169904669965005,160,15,4800.0,0504,160x15
232,4281.0,1.3403880070546736,160,20,6400.0,0504,160x20
233,5214.0,0.0,200,5,2000.0,0504,200x5
234,4881.0,0.0614817091915155,200,10,4000.0,0504,200x10
235,5015.0,1.3247691690084304,200,15,6000.0,0504,200x15
236,5388.0,0.2973977695167286,200,20,8000.0,0504,200x20
237,6406.0,0.0,240,5,2400.0,0504,240x5
238,12744.0,0.0,240,10,4800.0,0504,240x10
239,6382.0,0.0,240,15,7200.0,0504,240x15
240,6143.0,0.7024422118761742,240,20,9600.0,0504,240x20
1,976.0,0.0,40,5,400.0,0510,40x5
2,1292.0,0.0,40,10,800.0,0510,40x10
3,1511.0,1.668335001668335,40,15,1200.0,0510,40x15
4,1932.0,-0.567741935483871,40,20,1600.0,0510,40x20
5,1974.0,0.0,80,5,800.0,0510,80x5
6,2201.0,1.8340210912425488,80,10,1600.0,0510,80x10
7,2334.0,0.0428540818512963,80,15,2400.0,0510,80x15
8,2414.0,0.8737258165175785,80,20,3200.0,0510,80x20
9,2818.0,0.0,120,5,1200.0,0510,120x5
10,3127.0,0.0959846424572068,120,10,2400.0,0510,120x10
11,3262.0,-0.7330482590103848,120,15,3600.0,0510,120x15
12,3646.0,0.2471508993546615,120,20,4800.0,0510,120x20
13,4141.0,0.0,160,5,1600.0,0510,160x5
14,4273.0,0.0702329392485075,160,10,3200.0,0510,160x10
15,4164.0,0.1682490085326282,160,15,4800.0,0510,160x15
16,4535.0,0.7969891520920965,160,20,6400.0,0510,160x20
17,5020.0,0.0,200,5,2000.0,0510,200x5
18,5534.0,0.0,200,10,4000.0,0510,200x10
19,5179.0,0.077264825188333,200,15,6000.0,0510,200x15
20,5604.0,0.0535475234270415,200,20,8000.0,0510,200x20
21,6347.0,0.015756716300323,240,5,2400.0,0510,240x5
22,6233.0,-0.0160423518087751,240,10,4800.0,0510,240x10
23,6506.0,0.0,240,15,7200.0,0510,240x15
24,6186.0,0.5673988814136338,240,20,9600.0,0510,240x20
25,978.0,0.0,40,5,400.0,0510,40x5
26,1294.0,-0.2315708220764183,40,10,800.0,0510,40x10
27,1574.0,-0.3171582619727244,40,15,1200.0,0510,40x15
28,1933.0,0.310880829015544,40,20,1600.0,0510,40x20
29,2098.0,0.0,80,5,800.0,0510,80x5
30,2063.0,0.6321419888159494,80,10,1600.0,0510,80x10
31,2328.0,0.0,80,15,2400.0,0510,80x15
32,2466.0,0.5693371289141927,80,20,3200.0,0510,80x20
33,3051.0,0.0,120,5,1200.0,0510,120x5
34,2954.0,0.0338581344167936,120,10,2400.0,0510,120x10
35,3374.0,2.794891059353869,120,15,3600.0,0510,120x15
36,3561.0,-0.3084256273657647,120,20,4800.0,0510,120x20
37,3941.0,0.0,160,5,1600.0,0510,160x5
38,3901.0,0.0512820512820512,160,10,3200.0,0510,160x10
39,4164.0,1.744186046511628,160,15,4800.0,0510,160x15
40,3754.0,1.0174029451137885,160,20,6400.0,0510,160x20
41,5010.0,0.0,200,5,2000.0,0510,200x5
42,4943.0,0.0,200,10,4000.0,0510,200x10
43,5253.0,0.0,200,15,6000.0,0510,200x15
44,5398.0,-0.2035717590450634,200,20,8000.0,0510,200x20
45,5964.0,0.0,240,5,2400.0,0510,240x5
46,6096.0,0.0,240,10,4800.0,0510,240x10
47,6425.0,0.0,240,15,7200.0,0510,240x15
48,5196.0,0.6952491309385863,240,20,9600.0,0510,240x20
49,887.0,1.2478729438457177,40,5,400.0,0510,40x5
50,1180.0,-0.338409475465313,40,10,800.0,0510,40x10
51,1612.0,-1.355514479359211,40,15,1200.0,0510,40x15
52,1587.0,-0.1259445843828715,40,20,1600.0,0510,40x20
53,2071.0,0.0,80,5,800.0,0510,80x5
54,1802.0,0.2222222222222222,80,10,1600.0,0510,80x10
55,2472.0,0.1619433198380566,80,15,2400.0,0510,80x15
56,2722.0,-2.4315006350934496,80,20,3200.0,0510,80x20
57,2932.0,0.0,120,5,1200.0,0510,120x5
58,3135.0,0.0319030148349019,120,10,2400.0,0510,120x10
59,2699.0,0.4455997029335314,120,15,3600.0,0510,120x15
60,3588.0,-0.6666666666666666,120,20,4800.0,0510,120x20
61,4365.0,0.0,160,5,1600.0,0510,160x5
62,4583.0,0.0,160,10,3200.0,0510,160x10
63,4091.0,0.4164115125535824,160,15,4800.0,0510,160x15
64,3943.0,1.3275465917794231,160,20,6400.0,0510,160x20
65,4868.0,0.0,200,5,2000.0,0510,200x5
66,5095.0,0.0,200,10,4000.0,0510,200x10
67,5239.0,0.0,200,15,6000.0,0510,200x15
68,5384.0,1.3274749929886884,200,20,8000.0,0510,200x20
69,6078.0,0.0,240,5,2400.0,0510,240x5
70,6482.0,-0.1233425840271353,240,10,4800.0,0510,240x10
71,6029.0,0.0,240,15,7200.0,0510,240x15
72,5152.0,1.348314606741573,240,20,9600.0,0510,240x20
73,847.0,-0.823045267489712,40,5,400.0,0510,40x5
74,1290.0,1.1695906432748535,40,10,800.0,0510,40x10
75,1386.0,-0.0721240533717995,40,15,1200.0,0510,40x15
76,1584.0,-1.6901408450704225,40,20,1600.0,0510,40x20
77,1898.0,0.0,80,5,800.0,0510,80x5
78,1677.0,1.1997600479904018,80,10,1600.0,0510,80x10
79,2567.0,0.0389635690629261,80,15,2400.0,0510,80x15
80,2826.0,-0.9508716323296356,80,20,3200.0,0510,80x20
81,3195.0,0.0,120,5,1200.0,0510,120x5
82,3196.0,0.0,120,10,2400.0,0510,120x10
83,2751.0,-0.4352557127312296,120,15,3600.0,0510,120x15
84,3613.0,-1.1283886060272466,120,20,4800.0,0510,120x20
85,3938.0,0.0,160,5,1600.0,0510,160x5
86,4155.0,0.0,160,10,3200.0,0510,160x10
87,4266.0,1.606805293005671,160,15,4800.0,0510,160x15
88,3694.0,-0.4591492234976367,160,20,6400.0,0510,160x20
89,5146.0,0.0,200,5,2000.0,0510,200x5
90,5229.0,0.0,200,10,4000.0,0510,200x10
91,5240.0,0.076365024818633,200,15,6000.0,0510,200x15
92,4434.0,0.7470288624787776,200,20,8000.0,0510,200x20
93,6127.0,0.0,240,5,2400.0,0510,240x5
94,6140.0,0.0,240,10,4800.0,0510,240x10
95,6632.0,0.0,240,15,7200.0,0510,240x15
96,6137.0,-0.7467532467532467,240,20,9600.0,0510,240x20
97,765.0,0.0,40,5,400.0,0510,40x5
98,1325.0,0.6815600151457781,40,10,800.0,0510,40x10
99,1332.0,0.2254791431792559,40,15,1200.0,0510,40x15
100,1617.0,-1.351351351351351,40,20,1600.0,0510,40x20
101,2164.0,0.0,80,5,800.0,0510,80x5
102,1666.0,0.1802343045959747,80,10,1600.0,0510,80x10
103,2117.0,1.3793103448275863,80,15,2400.0,0510,80x15
104,2380.0,0.9286618826509077,80,20,3200.0,0510,80x20
105,2889.0,0.0,120,5,1200.0,0510,120x5
106,3236.0,0.0,120,10,2400.0,0510,120x10
107,3339.0,1.6304347826086956,120,15,3600.0,0510,120x15
108,3604.0,-1.1586206896551725,120,20,4800.0,0510,120x20
109,4071.0,0.0,160,5,1600.0,0510,160x5
110,4177.0,0.0,160,10,3200.0,0510,160x10
111,3540.0,2.0836306550592263,160,15,4800.0,0510,160x15
112,3769.0,-0.0265287173365167,160,20,6400.0,0510,160x20
113,4996.0,0.0,200,5,2000.0,0510,200x5
114,5470.0,-0.018279864729001,200,10,4000.0,0510,200x10
115,5183.0,0.0965157803300839,200,15,6000.0,0510,200x15
116,4434.0,-0.1127014538487546,200,20,8000.0,0510,200x20
117,6319.0,0.0,240,5,2400.0,0510,240x5
118,6184.0,0.0,240,10,4800.0,0510,240x10
119,6414.0,0.0,240,15,7200.0,0510,240x15
120,6144.0,-0.2925402242808386,240,20,9600.0,0510,240x20
121,889.0,0.112549240292628,40,5,400.0,0510,40x5
122,1288.0,0.0,40,10,800.0,0510,40x10
123,1225.0,-1.29764801297648,40,15,1200.0,0510,40x15
124,1971.0,-0.303951367781155,40,20,1600.0,0510,40x20
125,2103.0,0.0,80,5,800.0,0510,80x5
126,1838.0,0.7098007098007098,80,10,1600.0,0510,80x10
127,2016.0,-0.6427688504326329,80,15,2400.0,0510,80x15
128,2361.0,-0.4226542688081149,80,20,3200.0,0510,80x20
129,2874.0,0.0,120,5,1200.0,0510,120x5
130,3131.0,0.0,120,10,2400.0,0510,120x10
131,3308.0,1.5536938309215538,120,15,3600.0,0510,120x15
132,3065.0,1.214508452322337,120,20,4800.0,0510,120x20
133,4011.0,0.0,160,5,1600.0,0510,160x5
134,4323.0,0.0,160,10,3200.0,0510,160x10
135,3476.0,2.2694210066918825,160,15,4800.0,0510,160x15
136,3733.0,0.3219747786423397,160,20,6400.0,0510,160x20
137,5049.0,0.0,200,5,2000.0,0510,200x5
138,5169.0,0.0,200,10,4000.0,0510,200x10
139,5586.0,-0.1073537305421363,200,15,6000.0,0510,200x15
140,4498.0,0.3786613208597839,200,20,8000.0,0510,200x20
141,5845.0,0.0,240,5,2400.0,0510,240x5
142,5894.0,0.0,240,10,4800.0,0510,240x10
143,6091.0,0.0,240,15,7200.0,0510,240x15
144,6198.0,0.0484144274993948,240,20,9600.0,0510,240x20
145,780.0,-0.128122998078155,40,5,400.0,0510,40x5
146,1133.0,-0.3524229074889868,40,10,800.0,0510,40x10
147,1291.0,-0.1547987616099071,40,15,1200.0,0510,40x15
148,2765.0,0.3986229389382134,40,20,1600.0,0510,40x20
149,2003.0,0.0499375780274656,80,5,800.0,0510,80x5
150,1769.0,-0.3386004514672686,80,10,1600.0,0510,80x10
151,2477.0,0.2425222312045271,80,15,2400.0,0510,80x15
152,2411.0,-0.2485501242750621,80,20,3200.0,0510,80x20
153,2754.0,0.0,120,5,1200.0,0510,120x5
154,3131.0,0.0,120,10,2400.0,0510,120x10
155,3293.0,-0.4544765944553856,120,15,3600.0,0510,120x15
156,2985.0,-1.4962593516209477,120,20,4800.0,0510,120x20
157,4391.0,0.0,160,5,1600.0,0510,160x5
158,4429.0,0.0,160,10,3200.0,0510,160x10
159,4238.0,1.1390602752728998,160,15,4800.0,0510,160x15
160,3763.0,-0.3978252221190823,160,20,6400.0,0510,160x20
161,4998.0,0.0,200,5,2000.0,0510,200x5
162,5171.0,0.0,200,10,4000.0,0510,200x10
163,5012.0,0.0,200,15,6000.0,0510,200x15
164,4311.0,0.1625072547881602,200,20,8000.0,0510,200x20
165,5930.0,0.0,240,5,2400.0,0510,240x5
166,6038.0,0.0,240,10,4800.0,0510,240x10
167,6150.0,0.0813338755591703,240,15,7200.0,0510,240x15
168,6277.0,-0.3022349479042392,240,20,9600.0,0510,240x20
169,1009.0,0.1984126984126984,40,5,400.0,0510,40x5
170,1121.0,0.1785714285714285,40,10,800.0,0510,40x10
171,1386.0,-0.5037783375314862,40,15,1200.0,0510,40x15
172,1690.0,0.2369668246445497,40,20,1600.0,0510,40x20
173,2058.0,0.0,80,5,800.0,0510,80x5
174,1782.0,2.557544757033248,80,10,1600.0,0510,80x10
175,2477.0,-0.4832863471606927,80,15,2400.0,0510,80x15
176,2433.0,1.866832607342875,80,20,3200.0,0510,80x20
177,3136.0,0.0,120,5,1200.0,0510,120x5
178,3092.0,0.0,120,10,2400.0,0510,120x10
179,3231.0,-0.2472952086553323,120,15,3600.0,0510,120x15
180,3677.0,-0.190191550061133,120,20,4800.0,0510,120x20
181,4554.0,0.0,160,5,1600.0,0510,160x5
182,4299.0,0.0,160,10,3200.0,0510,160x10
183,4088.0,0.0,160,15,4800.0,0510,160x15
184,4579.0,0.1311188811188811,160,20,6400.0,0510,160x20
185,5159.0,0.0,200,5,2000.0,0510,200x5
186,5255.0,0.0,200,10,4000.0,0510,200x10
187,5437.0,-0.0367782272894446,200,15,6000.0,0510,200x15
188,4465.0,0.6741573033707865,200,20,8000.0,0510,200x20
189,6217.0,0.0,240,5,2400.0,0510,240x5
190,5935.0,0.0,240,10,4800.0,0510,240x10
191,6068.0,0.0,240,15,7200.0,0510,240x15
192,6262.0,1.674718196457327,240,20,9600.0,0510,240x20
193,933.0,-0.5344735435595938,40,5,400.0,0510,40x5
194,1267.0,-1.4106583072100314,40,10,800.0,0510,40x10
195,1723.0,0.6404657933042213,40,15,1200.0,0510,40x15
196,1715.0,-0.8708272859216255,40,20,1600.0,0510,40x20
197,2130.0,0.0,80,5,800.0,0510,80x5
198,1660.0,0.6648534300392868,80,10,1600.0,0510,80x10
199,2252.0,0.4896505675495214,80,15,2400.0,0510,80x15
200,2373.0,-1.0062893081761006,80,20,3200.0,0510,80x20
201,3066.0,0.0,120,5,1200.0,0510,120x5
202,3434.0,0.0873998543335761,120,10,2400.0,0510,120x10
203,3292.0,1.4379684870735812,120,15,3600.0,0510,120x15
204,3704.0,0.6228842247799594,120,20,4800.0,0510,120x20
205,4008.0,0.0,160,5,1600.0,0510,160x5
206,4616.0,0.0,160,10,3200.0,0510,160x10
207,4183.0,1.2509020928554246,160,15,4800.0,0510,160x15
208,4449.0,-1.0731052984574112,160,20,6400.0,0510,160x20
209,5334.0,0.0,200,5,2000.0,0510,200x5
210,4891.0,0.0408997955010225,200,10,4000.0,0510,200x10
211,5229.0,0.0573888091822094,200,15,6000.0,0510,200x15
212,5402.0,0.8551775422941067,200,20,8000.0,0510,200x20
213,5735.0,0.0,240,5,2400.0,0510,240x5
214,6383.0,0.0,240,10,4800.0,0510,240x10
215,6305.0,0.0,240,15,7200.0,0510,240x15
216,6131.0,-0.9577144712279848,240,20,9600.0,0510,240x20
217,1016.0,0.0984736582964057,40,5,400.0,0510,40x5
218,1363.0,0.9583486914854404,40,10,800.0,0510,40x10
219,1629.0,-0.3064664419246092,40,15,1200.0,0510,40x15
220,1541.0,-0.6468305304010349,40,20,1600.0,0510,40x20
221,1873.0,0.0,80,5,800.0,0510,80x5
222,2165.0,0.2775208140610545,80,10,1600.0,0510,80x10
223,2291.0,-1.2147505422993492,80,15,2400.0,0510,80x15
224,2557.0,1.21975211489278,80,20,3200.0,0510,80x20
