insName,jobCount,stageCount,timelimit,bestObj,obj_cp_lb1,obj_cp_lb2,obj_final,obj_init_dispatch,obj_post_dispatch1,obj_post_dispatch2,obj_repair,obj_suffix_probe_or_guard,obj_tau,time_cp_lb1,time_cp_lb2,time_final,time_init_dispatch,time_post_dispatch1,time_post_dispatch2,time_repair,time_suffix_probe_or_guard,time_tau,obj_0504_final,obj_0504_dispatch1,obj_0504_final_dispatch,obj_0504_cp_lb_best_obj,obj_0504_final_dispatch_or_final
17,200,5,2000,5020.0,5026.0,5020.0,5020.0,5027.0,5021.0,5020.0,5027.0,5020.0,5027.0,0.2804431032254361,0.3812325566946529,0.3812327268896624,0.01583672223147005,0.34837356594437735,0.3812326140203513,0.20016468569030985,0.3812326904046349,0.18975152457365765,5020.0,5023.0,5023.0,5023.0,5023.0
10,120,10,2400,3127.0,3136.0,3133.0,3127.0,3137.0,3133.0,3133.0,3136.0,3131.0,3137.0,0.2683299585528827,0.41242794204697325,2.0001354156042606,0.018376783192701016,0.3321753898243575,0.4619248367461842,0.18811119358676176,1.1158012922635923,0.1800914997017632,3124.0,3131.0,3131.0,3129.0,3131.0
8,80,20,3200,2394.0,2471.0,2471.0,2394.0,2527.0,2471.0,2471.0,2471.0,2416.0,2472.0,0.3085512650985038,0.4980926795396954,2.0001172515033976,0.03228050562960561,0.417915877821506,0.6112277938504121,0.22838265423954,1.287164047540282,0.21665760968462563,2402.0,2499.0,2518.0,2350.0,2518.0
14,160,10,3200,4270.0,4278.0,4278.0,4270.0,4302.0,4278.0,4278.0,4278.0,4270.0,4278.0,0.2046808252716437,0.3284786173116299,2.000166691282357,0.023257292237249202,0.24829785291338338,0.44260833260166693,0.2044026527015376,1.2431306372821564,0.19732619598216844,4270.0,4288.0,4288.0,4271.0,4288.0
12,120,20,4800,3648.0,3681.0,3681.0,3648.0,3704.0,3681.0,3681.0,3681.0,3656.0,3681.0,0.23466417976286416,0.40862799557915425,2.000181381641693,0.037055013766512275,0.3284258091507945,0.5444428072041289,0.2344864521503526,1.18251134046237,0.22251453504820043,3640.0,3696.0,3696.0,3646.0,3696.0
15,160,15,4800,4187.0,4295.0,4295.0,4187.0,4313.0,4295.0,4295.0,4295.0,4232.0,4295.0,0.31323748496826737,0.49974670782956915,2.000138192535378,0.03038194602277751,0.4195465284079546,0.6091446349436107,0.23304614280408714,1.435914674825035,0.21710927255878534,4179.0,4301.0,4309.0,4189.0,4309.0
18,200,10,4000,5534.0,5537.0,5537.0,5534.0,5550.0,5537.0,5536.0,5537.0,5536.0,5537.0,0.2199527950254269,0.3317039868424181,2.00012966465042,0.02431496141431853,0.2514950913924258,0.45092921262187885,0.2197216092487797,0.9796275552113075,0.209849262411939,5534.0,5542.0,5542.0,5541.0,5542.0
21,240,5,2400,6347.0,6347.0,6347.0,6347.0,6354.0,6347.0,6347.0,6354.0,6347.0,6354.0,0.16377220565569586,0.4304429556281927,2.0002069031866268,0.018543698207164803,0.35007208339249096,0.4715573738872384,0.08353418084482352,1.1292976944656887,0.07040643797062027,6347.0,6347.0,6347.0,6347.0,6347.0
25,40,5,400,978.0,978.0,978.0,978.0,989.0,978.0,978.0,981.0,978.0,981.0,0.08411631273105741,0.08411673947004601,0.08411736095091328,0.01339587320573628,0.08411655915202573,0.08411688879597932,0.04169971249531954,0.08411720146192238,0.04049750060541555,978.0,981.0,981.0,980.0,981.0
26,40,10,800,1294.0,1319.0,1319.0,1294.0,1333.0,1319.0,1318.0,1319.0,1302.0,1322.0,0.17732499519945122,0.3016153863549698,2.000233150314307,0.01800557862734422,0.22093424939434045,0.3557735179469455,0.17702985422685744,0.6618020398821681,0.17443256540922447,1294.0,1305.0,1305.0,1293.0,1305.0
22,240,10,4800,6233.0,6235.0,6235.0,6233.0,6235.0,6235.0,6235.0,6235.0,6235.0,6235.0,0.22851240969204809,0.36201395002620607,1.0707641296750323,0.027618015629122965,0.2817902395656953,0.4094426532332242,0.22823574419831857,1.070583200005737,0.21559761648163356,6233.0,6234.0,6244.0,6234.0,6244.0
29,80,5,800,2098.0,2098.0,2098.0,2098.0,2104.0,2098.0,2098.0,2100.0,2098.0,2100.0,0.06747120918589644,0.06747144481400028,0.06747177050332538,0.013153077523456886,0.06747134656645358,0.0674715323210694,0.05174675448099151,0.06747169271111489,0.04558006083592772,2098.0,2098.0,2098.0,2098.0,2098.0
27,40,15,1200,1585.0,1608.0,1608.0,1585.0,1683.0,1608.0,1608.0,1608.0,1591.0,1608.0,0.27728416507520404,0.42627609028403335,2.0001711740352524,0.026830112315559138,0.346017341928867,0.49485063946728286,0.19694437745182464,0.7920485547922241,0.19404790939375138,1572.0,1658.0,1658.0,1549.0,1658.0
23,240,15,7200,6506.0,6517.0,6506.0,6506.0,6530.0,6506.0,6506.0,6517.0,6506.0,6517.0,0.28112787735726064,0.6179210198561972,0.6179210564611842,0.03876804348999738,0.6179210004773146,0.6179210304972043,0.2527512956294231,0.6179210480403465,0.23924882614674667,6506.0,6508.0,6508.0,6506.0,6508.0
19,200,15,6000,5178.0,5198.0,5198.0,5178.0,5237.0,5198.0,5198.0,5198.0,5184.0,5198.0,0.255440329225113,0.41683498686381304,2.0002208046851058,0.03329643950316434,0.3366704456601292,0.5310792126830978,0.25519972762279214,1.4528312366218306,0.23410758358146996,5187.0,5221.0,5221.0,5177.0,5221.0
33,120,5,1200,3051.0,3051.0,3051.0,3051.0,3052.0,3051.0,3051.0,3052.0,3051.0,3052.0,0.2163692502429088,0.21636941101790094,0.2163696470716968,0.012413780604644369,0.21636935024289414,0.21636946504935622,0.18084820801004148,0.21636958320935568,0.17164393946450823,3051.0,3052.0,3052.0,3052.0,3052.0
31,80,15,2400,2328.0,2354.0,2342.0,2332.0,2354.0,2342.0,2332.0,2354.0,2332.0,2354.0,0.07778680421916458,0.1425851563352626,0.4527806350061049,0.025415976906660944,0.14063088374522825,0.2325200759875588,0.07750636534842972,0.4527805926010478,0.07314956814943192,2328.0,2333.0,2333.0,2328.0,2333.0
30,80,10,1600,2047.0,2146.0,2146.0,2047.0,2172.0,2146.0,2123.0,2146.0,2074.0,2148.0,0.2752066059061326,0.4103687776695006,2.0001131719182013,0.019393151639960707,0.3301244274998317,0.4659404499497032,0.19495482382830231,1.1907750730973203,0.18676102741854264,2053.0,2134.0,2162.0,2070.0,2162.0
37,160,5,1600,3941.0,3942.0,3942.0,3942.0,3942.0,3942.0,3942.0,3942.0,3942.0,3942.0,0.27396164495265113,0.38907852642878427,0.8109440415300196,0.014459949500160291,0.30883485279395245,0.4241322335798759,0.19365848957619164,0.8109439493663376,0.1792172494326951,3941.0,3942.0,3942.0,3942.0,3942.0
34,120,10,2400,2955.0,2977.0,2977.0,2955.0,2978.0,2977.0,2977.0,2977.0,2955.0,2978.0,0.20155904209551712,0.3297527256064738,2.000166498438921,0.02029972422130716,0.24949971459146278,0.3906006381641297,0.20123349398879023,0.9997017492315111,0.1839860373114546,2971.0,2977.0,2977.0,2970.0,2977.0
41,200,5,2000,5010.0,5010.0,5010.0,5010.0,5017.0,5010.0,5010.0,5017.0,5010.0,5017.0,0.22280433153733611,0.2228044255883433,0.22280455738538876,0.01787653319258243,0.22280438959458843,0.22280445989966394,0.19970605321321636,0.2228045271304436,0.18945487949438394,5010.0,5010.0,5010.0,5010.0,5010.0
20,200,20,8000,5599.0,5618.0,5618.0,5599.0,5639.0,5618.0,5618.0,5618.0,5599.0,5618.0,0.27745322974037845,0.4523533229330787,2.0001129206456243,0.044293058149167334,0.37219736649282276,0.6421139921369031,0.2772590182449203,1.5545736465920927,0.25677532018860805,5610.0,5638.0,5652.0,5608.0,5652.0
32,80,20,3200,2472.0,2508.0,2508.0,2472.0,2540.0,2508.0,2508.0,2508.0,2488.0,2511.0,0.2209920637262985,0.41494035091251136,2.0001504830113843,0.03263858380960301,0.3347680395207135,0.5349560093320906,0.22054987880634144,1.0637269681194448,0.21183659716509282,2470.0,2506.0,2511.0,2461.0,2511.0
43,200,15,6000,5253.0,5253.0,5253.0,5253.0,5267.0,5253.0,5253.0,5253.0,5253.0,5253.0,0.22291634940433627,0.22291637148428708,0.2229164105729821,0.032471808576025066,0.22291636101870488,0.222916381398992,0.22291633779369294,0.22291640076165398,0.22291631819090496,5254.0,5263.0,5263.0,5256.0,5263.0
45,240,5,2400,5964.0,5964.0,5964.0,5964.0,5964.0,5964.0,5964.0,5964.0,5964.0,5964.0,0.017047910638308773,0.01704797282310513,0.017048082454906157,0.017047804963076486,0.017047945690574124,0.01704800558082449,0.017047883372288197,0.017048056056567777,0.01704785261807653,5964.0,,,,5964.0
