insName,jobCount,stageCount,timelimit,bestObj,obj_cp_lb1,obj_cp_lb2,obj_final,obj_init_dispatch,obj_post_dispatch1,obj_post_dispatch2,obj_repair,obj_suffix_probe_or_guard,obj_tau,time_cp_lb1,time_cp_lb2,time_final,time_init_dispatch,time_post_dispatch1,time_post_dispatch2,time_repair,time_suffix_probe_or_guard,time_tau,obj_0504_final,obj_0504_dispatch1,obj_0504_final_dispatch,obj_0504_cp_lb_best_obj,obj_0504_final_dispatch_or_final
3,40,15,1200,1495.0,1541.0,1541.0,1495.0,1568.0,1541.0,1541.0,1541.0,1519.0,1541.0,0.19111463255171354,0.33330850781640037,2.0001895672882286,0.023566435909985254,0.2530541101680137,0.40086123993154615,0.1909318750646586,0.6828924908031089,0.18743322916173685,1490.0,1546.0,1546.0,1498.0,1546.0
4,40,20,1600,1922.0,1979.0,1979.0,1922.0,2072.0,1979.0,1979.0,1979.0,1954.0,1980.0,0.2859142485435586,0.4537569818535121,2.000144765613368,0.02967117751366459,0.3735401435021777,0.544365709295962,0.2056720214470988,0.9120704150025267,0.20151120313850698,1920.0,2065.0,2065.0,1829.0,2065.0
28,40,20,1600,1900.0,1956.0,1956.0,1900.0,2040.0,1956.0,1956.0,1956.0,1940.0,1956.0,0.2833455619891174,0.4500015170831466,2.000161976935924,0.02992330865934491,0.3697939452418359,0.5414981609780807,0.20315431848692242,0.8659155006794026,0.20027155017713086,1907.0,2040.0,2040.0,1823.0,2040.0
51,40,15,1200,1611.0,1656.0,1656.0,1611.0,1734.0,1656.0,1656.0,1656.0,1641.0,1656.0,0.2731361048637579,0.4207552887398439,2.0001969130601114,0.024973848071725417,0.340475609540008,0.489463571915403,0.19290436141658573,0.8529156421869993,0.19145599829033016,1603.0,1690.0,1690.0,1559.0,1690.0
35,120,15,3600,3307.0,3474.0,3474.0,3307.0,3552.0,3474.0,3433.0,3474.0,3348.0,3475.0,0.2920275974928194,0.4604192709115644,2.0001341900555416,0.025862668454388362,0.38021719086992867,0.5597051446799499,0.21183675658992596,1.3102799377142866,0.20452256674257419,3344.0,3450.0,3450.0,3278.0,3450.0
11,120,15,3600,3257.0,3411.0,3366.0,3257.0,3460.0,3366.0,3356.0,3411.0,3258.0,3415.0,0.28731567613211356,0.45327982617542145,2.0001285621259983,0.02575012165380435,0.3731088712576052,0.5410519751231186,0.20712742641387094,1.1898506460755338,0.1990680231487689,3255.0,3410.0,3424.0,3318.0,3424.0
54,80,10,1600,1816.0,1893.0,1893.0,1816.0,1915.0,1893.0,1893.0,1893.0,1851.0,1894.0,0.2721192113048164,0.42365979099588,2.000160811565584,0.021302293864428067,0.34337900776357855,0.4859359662630595,0.19191380025469698,1.0075529187644134,0.18526379840215668,1810.0,1884.0,1884.0,1858.0,1884.0
73,40,5,400,851.0,855.0,855.0,851.0,884.0,855.0,855.0,865.0,854.0,865.0,0.2503671670006588,0.3764115011645481,2.0003059943253176,0.01617887064581737,0.2959236551448703,0.38465129763120787,0.1699483148311265,0.688802096741274,0.16758916173595936,850.0,869.0,869.0,868.0,869.0
36,120,20,4800,3590.0,3671.0,3671.0,3590.0,3710.0,3671.0,3671.0,3671.0,3641.0,3671.0,0.3120293316662234,0.5079873565710538,2.0001597835998592,0.03546525227779057,0.4278077821412201,0.6286154735020439,0.23176750664036566,1.3556013090953154,0.22243120357898685,3573.0,3706.0,3709.0,3531.0,3709.0
16,160,20,6400,4489.0,4607.0,4607.0,4489.0,4642.0,4607.0,4591.0,4607.0,4515.0,4607.0,0.3295629564237606,0.556864818482427,2.000106753726868,0.03945408927407698,0.47668651599771694,0.7032451173958543,0.24936328170428168,1.5613013473452884,0.24248965402090106,4457.0,4574.0,4574.0,4439.0,4574.0
39,160,15,4800,4138.0,4273.0,4244.0,4138.0,4286.0,4244.0,4223.0,4273.0,4194.0,4274.0,0.32448699458502234,0.5072904361149995,2.000157698728338,0.03345057478698436,0.4270846852567047,0.620891440117072,0.24427213289542124,1.4835265658803594,0.22067386624131663,4157.0,4261.0,4267.0,4136.0,4267.0
76,40,20,1600,1587.0,1612.0,1612.0,1587.0,1708.0,1612.0,1612.0,1612.0,1594.0,1612.0,0.2973378853936447,0.4683915204799268,2.000137526956969,0.03444966748473235,0.3881797305273358,0.5629363274236675,0.21713295061839744,0.8630099809536478,0.21450722315697932,1579.0,1676.0,1686.0,1520.0,1686.0
56,80,20,3200,2754.0,2821.0,2821.0,2754.0,2928.0,2821.0,2821.0,2821.0,2799.0,2826.0,0.3101765107415849,0.5038718194252578,2.000122526695195,0.034134604129649235,0.42365311352536084,0.6223988895872026,0.22996704123332165,1.2479254348546964,0.21670262697036377,2721.0,2880.0,2880.0,2626.0,2880.0
78,80,10,1600,1653.0,1695.0,1695.0,1653.0,1746.0,1695.0,1695.0,1695.0,1677.0,1697.0,0.2725312549486989,0.41089574141136836,2.0001336584601086,0.01952466792368796,0.33064400926989035,0.47326263072900476,0.19232110994984397,1.0549404591077474,0.18462876183097252,1669.0,1738.0,1738.0,1699.0,1738.0
98,40,10,800,1315.0,1349.0,1349.0,1315.0,1402.0,1349.0,1349.0,1349.0,1332.0,1351.0,0.25829459523782133,0.38277488792547953,2.0001854377286508,0.018705671071074903,0.30240038078278303,0.434036726555787,0.17800335796549915,0.7395771883509588,0.17547931619803422,1309.0,1367.0,1367.0,1307.0,1367.0
99,40,15,1200,1318.0,1362.0,1362.0,1318.0,1413.0,1362.0,1362.0,1362.0,1339.0,1363.0,0.2704372103931382,0.41555801551478605,2.0001837304071524,0.023715431309926014,0.33537797004993386,0.4812526151918185,0.190219838557144,0.79037212280867,0.18572929052868858,1320.0,1395.0,1400.0,1285.0,1400.0
100,40,20,1600,1608.0,1680.0,1680.0,1608.0,1726.0,1680.0,1680.0,1680.0,1652.0,1683.0,0.2868445857346524,0.4558528404624667,2.0001447818387534,0.030137527088518256,0.3756439649546519,0.5575536956387804,0.2066658128495328,0.9244744252657984,0.2027170673722867,1617.0,1710.0,1710.0,1533.0,1710.0
84,120,20,4800,3607.0,3779.0,3764.0,3607.0,3780.0,3764.0,3759.0,3779.0,3637.0,3780.0,0.31156147603682866,0.5088285990639512,2.000186355310143,0.03337068334183035,0.42855971316806973,0.6189042866639405,0.23140544507303276,1.3783738263964187,0.2177086580476801,3600.0,3744.0,3744.0,3523.0,3744.0
87,160,15,4800,4206.0,4338.0,4338.0,4206.0,4344.0,4338.0,4320.0,4338.0,4229.0,4338.0,0.3062140640624178,0.4917731098207878,2.000165698370353,0.02983773864863906,0.4115874372870894,0.606275782022082,0.22597048455577654,1.5196618830633815,0.21534057859331368,4285.0,4336.0,4346.0,4190.0,4346.0
103,80,15,2400,2115.0,2169.0,2169.0,2115.0,2242.0,2169.0,2169.0,2169.0,2133.0,2169.0,0.28758204405545257,0.45438075201469474,2.000161909040762,0.026632657865605626,0.3740487284508223,0.5368603671054977,0.20736912283386724,1.1621552622814972,0.20489064051304012,2118.0,2210.0,2232.0,2096.0,2232.0
68,200,20,8000,5403.0,5455.0,5455.0,5403.0,5455.0,5455.0,5455.0,5455.0,5431.0,5455.0,0.3445972261532443,0.572944860780728,2.000117312125978,0.04454822238348424,0.4927680966956541,0.7206550997974118,0.26443910907325335,1.6482934717584867,0.25655717207246925,5392.0,5436.0,5436.0,5274.0,5436.0
107,120,15,3600,3301.0,3429.0,3412.0,3301.0,3446.0,3412.0,3412.0,3429.0,3310.0,3430.0,0.29973728252678283,0.4666472122562118,2.000131917878882,0.02765802140890931,0.38641925115836784,0.5584875692160697,0.21950646460340875,1.3854169603067243,0.20775232309346192,3320.0,3417.0,3417.0,3329.0,3417.0
123,40,15,1200,1218.0,1269.0,1269.0,1218.0,1331.0,1269.0,1269.0,1269.0,1235.0,1269.0,0.27424333930558836,0.42721488387091083,2.000133152930842,0.02461290776419143,0.34693827137583866,0.49982771518252167,0.19402825692125286,0.9605284816306084,0.19191838101794323,1218.0,1319.0,1319.0,1191.0,1319.0
108,120,20,4800,3612.0,3802.0,3798.0,3612.0,3828.0,3798.0,3798.0,3802.0,3658.0,3802.0,0.31364593996084295,0.5082445269116821,2.000123130439509,0.03363392431366568,0.42806619317115596,0.625199049920387,0.23346766781120096,1.3385885464506766,0.22106895018776412,3620.0,3770.0,3784.0,3567.0,3784.0
111,160,15,4800,3540.0,3661.0,3645.0,3540.0,3675.0,3645.0,3618.0,3661.0,3568.0,3661.0,0.3097691261655806,0.5050340544110319,2.000119949327782,0.03057497047353536,0.4247852294123732,0.6078103871818166,0.22953848272270988,1.4555316665314604,0.2161716514697764,3532.0,3608.0,3608.0,3528.0,3608.0
96,240,20,9600,6165.0,6283.0,6223.0,6165.0,6284.0,6223.0,6223.0,6283.0,6186.0,6283.0,0.35540302854535794,0.5955732571120219,2.0001523770958496,0.044556103265204004,0.5154147913335085,0.7549322687103995,0.2752312973908071,1.7501772449787434,0.2662195179583311,6126.0,6266.0,6273.0,6145.0,6273.0
131,120,15,3600,3263.0,3407.0,3396.0,3263.0,3453.0,3396.0,3382.0,3407.0,3303.0,3407.0,0.2967074054187267,0.4658025842936089,2.0001708117236072,0.02749764751435982,0.3855749649898563,0.5545659184592983,0.21655288495045777,1.2731626329247632,0.20773667432755852,3302.0,3396.0,3396.0,3367.0,3396.0
135,160,15,4800,3442.0,3565.0,3550.0,3442.0,3573.0,3550.0,3548.0,3565.0,3476.0,3567.0,0.3054527608373125,0.49675992504014477,2.000117273403642,0.03206657300528604,0.4165632301594208,0.6247597495877805,0.2252489524973013,1.4711485084460583,0.2191697276439906,3468.0,3540.0,3555.0,3478.0,3555.0
152,80,20,3200,2401.0,2498.0,2498.0,2401.0,2579.0,2498.0,2498.0,2498.0,2452.0,2502.0,0.30092846630490383,0.492766385822033,2.000124808544351,0.032606722047494256,0.41260287647572114,0.6029366532393032,0.22069194158451866,1.1473042995663127,0.21114039911451982,2405.0,2518.0,2518.0,2345.0,2518.0
120,240,20,9600,6147.0,6382.0,6382.0,6147.0,6401.0,6382.0,6369.0,6382.0,6152.0,6382.0,0.354310283260905,0.591146389170317,2.000113089719089,0.045197172080127836,0.5109943657846695,0.7508883267875839,0.2740632891767503,1.7501723482870148,0.26421749805798755,6249.0,6361.0,6361.0,6202.0,6361.0
156,120,20,4800,2997.0,3126.0,3126.0,2997.0,3128.0,3126.0,3100.0,3126.0,3023.0,3128.0,0.3155648673137572,0.516370133041249,2.000130191005301,0.03428899970293666,0.436206590954486,0.6383730987628223,0.23535961389619237,1.391337976315796,0.21999879732533978,3004.0,3098.0,3098.0,2967.0,3098.0
159,160,15,4800,4240.0,4378.0,4332.0,4240.0,4378.0,4332.0,4296.0,4378.0,4254.0,4378.0,0.31253872793982734,0.5043106038903352,2.000127643176238,0.0337617756370067,0.4241190626532383,0.6136120679128605,0.23234034750746407,1.458059833831503,0.21802661054457229,4247.0,4319.0,4319.0,4205.0,4319.0
172,40,20,1600,1661.0,1714.0,1714.0,1661.0,1796.0,1714.0,1714.0,1714.0,1684.0,1718.0,0.2814928962738486,0.44737170717155095,2.000172562180087,0.027964066099957562,0.3671667881042231,0.5341541406104807,0.20133236249152106,0.9564031681028428,0.1979164048988605,1688.0,1796.0,1796.0,1638.0,1796.0
160,160,20,6400,3759.0,3872.0,3860.0,3759.0,3872.0,3860.0,3860.0,3872.0,3786.0,3872.0,0.2699947395711206,0.49231360270336155,2.0001416798512217,0.03941420387986,0.41209183868122634,0.6329053707749699,0.2430528940174554,1.433679981915775,0.2361744036183518,3744.0,3852.0,3852.0,3734.0,3852.0
198,80,10,1600,1651.0,1760.0,1722.0,1651.0,1778.0,1722.0,1707.0,1760.0,1667.0,1760.0,0.26992916700139175,0.41272920226852877,2.000112138343975,0.02023677368881181,0.33239106135617474,0.4867428997263778,0.1897220736159943,1.2019280524301577,0.18358585181471426,1663.0,1730.0,1734.0,1666.0,1734.0
140,200,20,8000,4467.0,4600.0,4582.0,4467.0,4623.0,4582.0,4582.0,4600.0,4477.0,4600.0,0.35978602910868357,0.5930876333531924,2.0001738531641893,0.04222904292738531,0.5128949140236946,0.7499410005821846,0.2796088167511625,1.750306749518146,0.25408239289186896,4434.0,4557.0,4557.0,4380.0,4557.0
176,80,20,3200,2405.0,2480.0,2480.0,2405.0,2518.0,2480.0,2480.0,2480.0,2418.0,2483.0,0.3074787050441955,0.4972791191734723,2.0001318019279277,0.03251300999399973,0.4171043870077119,0.6032641721109394,0.22727279708720743,1.1679295443327282,0.2154862710108864,2403.0,2501.0,2517.0,2366.0,2517.0
218,40,10,800,1365.0,1403.0,1403.0,1365.0,1457.0,1403.0,1403.0,1403.0,1389.0,1404.0,0.2589381969394162,0.3836596568895038,2.000184729541652,0.01793679428170435,0.3033202967152465,0.4335929084394593,0.17868971617193893,0.8516685876320116,0.17508500323980114,1367.0,1442.0,1442.0,1351.0,1442.0
220,40,20,1600,1557.0,1618.0,1618.0,1557.0,1711.0,1618.0,1618.0,1618.0,1575.0,1627.0,0.27820011018251534,0.445904015909764,2.0001515444612594,0.026644386658445,0.3656768208561698,0.5282613558886805,0.19800656295148655,0.9404895248048706,0.19441872430616058,1536.0,1661.0,1661.0,1428.0,1661.0
164,200,20,8000,4293.0,4492.0,4437.0,4293.0,4494.0,4437.0,4437.0,4492.0,4300.0,4492.0,0.3407642941570375,0.5777444076050305,2.0001302260837983,0.04365126991586294,0.4975633248068625,0.7360586014548317,0.2605220527362544,1.6542787435622885,0.2517795584357809,4349.0,4448.0,4448.0,4318.0,4448.0
200,80,20,3200,2377.0,2451.0,2451.0,2377.0,2509.0,2451.0,2451.0,2451.0,2415.0,2455.0,0.2996685911534587,0.4823914581848658,2.000121298088052,0.032309956350363794,0.4022433622166864,0.5863828920698143,0.21947144380857936,1.2719679914985318,0.2142462032471667,2367.0,2504.0,2514.0,2377.0,2514.0
203,120,15,3600,3275.0,3398.0,3395.0,3275.0,3398.0,3395.0,3377.0,3398.0,3321.0,3398.0,0.2947471115595868,0.4586871115017372,2.000194507233488,0.02593704405007884,0.37845668497572965,0.5444387088933339,0.21448523466397698,1.3191647950001062,0.20371848076271515,3305.0,3361.0,3361.0,3306.0,3361.0
222,80,10,1600,2156.0,2217.0,2210.0,2156.0,2262.0,2210.0,2210.0,2217.0,2179.0,2219.0,0.278823256358155,0.422868469512905,2.0001286803232508,0.021568782087997534,0.34261849023343527,0.4907173635531217,0.19855905534583143,1.021108452725457,0.19165286294941325,2139.0,2207.0,2207.0,2165.0,2207.0
207,160,15,4800,4174.0,4305.0,4291.0,4174.0,4305.0,4291.0,4251.0,4305.0,4187.0,4305.0,0.3036562835167084,0.4812399989929205,2.0001453771638142,0.030210037361248398,0.4010655016459835,0.5969606698401427,0.22345753571173796,1.4721774515579455,0.2178978092900555,4209.0,4267.0,4267.0,4166.0,4267.0
223,80,15,2400,2284.0,2429.0,2429.0,2284.0,2458.0,2429.0,2423.0,2429.0,2324.0,2433.0,0.23610973428896007,0.3984248611183527,2.000140267329989,0.024954746360890567,0.3182558294649546,0.4762974273056413,0.20300960667586576,1.0663851432381974,0.19607811777153983,2306.0,2400.0,2400.0,2270.0,2400.0
227,120,15,3600,3275.0,3385.0,3379.0,3275.0,3449.0,3379.0,3379.0,3385.0,3309.0,3386.0,0.3010305608247614,0.47306007661080607,2.0001249360580307,0.027343034963640902,0.3928613500881733,0.5641265181030354,0.22080487637133855,1.3843043638830488,0.20868351593975806,3334.0,3420.0,3420.0,3318.0,3420.0
192,240,20,9600,6223.0,6344.0,6318.0,6223.0,6407.0,6318.0,6292.0,6344.0,6261.0,6344.0,0.3615925188881617,0.6218282963470362,2.0001617102337574,0.047353113361653716,0.5416725596529431,0.7997333460191537,0.28144103087475136,1.7501253036403797,0.2635662147501716,6222.0,6340.0,6340.0,6246.0,6340.0
231,160,15,4800,4157.0,4271.0,4258.0,4157.0,4317.0,4258.0,4250.0,4271.0,4196.0,4271.0,0.3107689007457035,0.5009319568407955,2.000129922705625,0.03474710472743027,0.42076657837528425,0.608024963705296,0.23058597581189436,1.4943875881206865,0.22052990502852482,4177.0,4230.0,4244.0,4135.0,4244.0
232,160,20,6400,4263.0,4414.0,4385.0,4263.0,4414.0,4385.0,4385.0,4414.0,4311.0,4414.0,0.3477254658541642,0.5684266439861676,2.0001204999552282,0.041101851378334685,0.4881678685673978,0.7031470195826841,0.2675740928185405,1.4981213691191806,0.23766800051482279,4281.0,4385.0,4385.0,4173.0,4385.0
235,200,15,6000,5022.0,5150.0,5113.0,5022.0,5153.0,5113.0,5102.0,5150.0,5057.0,5150.0,0.314256623862156,0.5090287287700921,2.0001107410251473,0.0329259107861047,0.42883662128603706,0.6259360359117079,0.234077197548002,1.646326779507411,0.22626841981740048,5015.0,5084.0,5084.0,5002.0,5084.0
1,40,5,400,976.0,976.0,976.0,976.0,980.0,976.0,976.0,977.0,976.0,977.0,0.047443922378588466,0.04744441000744701,0.04744502482702956,0.013126979942899197,0.04744423334253952,0.04744456604355946,0.04415029643801972,0.047444874302018436,0.04158275640336797,976.0,976.0,976.0,978.0,976.0
5,80,5,800,1974.0,1974.0,1974.0,1974.0,1976.0,1974.0,1974.0,1974.0,1974.0,1976.0,0.05243906824151054,0.0524392881966196,0.05243963448912837,0.012192178899422288,0.05243919610977173,0.05243937545223162,0.05243891714140773,0.05243953358964063,0.044759065484395254,1974.0,,,,1974.0
2,40,10,800,1292.0,1301.0,1293.0,1293.0,1315.0,1293.0,1293.0,1301.0,1293.0,1304.0,0.059498670282773676,0.09136478743283077,0.22642749838996679,0.01792634593322873,0.0910955350426957,0.1130613582301885,0.057178135227877645,0.22642736541572958,0.05223867900553159,1292.0,1292.0,1292.0,1292.0,1292.0
9,120,5,1200,2818.0,2819.0,2819.0,2819.0,2824.0,2819.0,2819.0,2821.0,2819.0,2821.0,0.2540380210817481,0.39892114254490785,0.6947593992164669,0.012278518528522303,0.31863541909183063,0.4241302523862881,0.17374666668629896,0.6947593008362067,0.16475373480468988,2819.0,2820.0,2820.0,2820.0,2820.0
13,160,5,1600,4141.0,4141.0,4141.0,4141.0,4141.0,4141.0,4141.0,4141.0,4141.0,4141.0,0.014755670060985722,0.014755757078528404,0.014755909418454394,0.014755512112169527,0.014755711696925572,0.014755796199897303,0.01475562688370701,0.014755873152171261,0.0147555808769539,4141.0,,,,4141.0
7,80,15,2400,2333.0,2351.0,2351.0,2336.0,2360.0,2351.0,2351.0,2351.0,2336.0,2359.0,0.16114145771755525,0.3195072399134127,0.8802255026790469,0.025243579902453347,0.23928806620145526,0.40176521459089903,0.08092411278320166,0.8802254513026371,0.07333673417995062,2333.0,2347.0,2359.0,2333.0,2359.0
6,80,10,1600,2189.0,2260.0,2260.0,2189.0,2297.0,2260.0,2260.0,2260.0,2234.0,2260.0,0.26485676543903536,0.40163492351886815,2.0001655592111636,0.017892060602898708,0.321416965102544,0.4649517635302618,0.18464314293232748,1.0535248126339867,0.17986416572413874,2182.0,2265.0,2265.0,2188.0,2265.0
