Problem,SolverVendor,Formulation,Instance,n,m,LB,UB,Gap,ActualTime
Hybridflowshop,CPLEX,CP,964,150,10,2928,3105,0.06045,600.132
Hybridflowshop,CPLEX,CP,965,150,10,2841,2992,0.05315,600.112
Hybridflowshop,CPLEX,CP,966,150,10,2832,3019,0.06603,600.144
Hybridflowshop,CPLEX,CP,967,150,10,2773,3024,0.09052,600.127
Hybridflowshop,CPLEX,CP,968,150,10,2824,3050,0.08003,600.128
Hybridflowshop,CPLEX,CP,969,150,10,2946,3080,0.04549,600.143
Hybridflowshop,CPLEX,CP,970,150,10,3087,3113,0.00842,600.117
Hybridflowshop,CPLEX,CP,971,150,10,2942,3054,0.03807,600.129
Hybridflowshop,CPLEX,CP,972,150,10,2782,3019,0.08519,600.117
Hybridflowshop,CPLEX,CP,973,150,10,2812,2976,0.05832,600.132
Hybridflowshop,CPLEX,CP,974,150,10,2931,3053,0.04162,600.118
Hybridflowshop,CPLEX,CP,975,150,10,2819,2956,0.0486,600.118
Hybridflowshop,CPLEX,CP,976,150,10,2952,3126,0.05894,600.122
Hybridflowshop,CPLEX,CP,977,150,10,2927,3054,0.04339,600.118
Hybridflowshop,CPLEX,CP,978,150,10,2978,3082,0.03492,600.125
Hybridflowshop,CPLEX,CP,979,150,10,2777,2989,0.07634,600.144
Hybridflowshop,CPLEX,CP,980,150,10,2820,3032,0.07518,600.138
Hybridflowshop,CPLEX,CP,981,150,10,2887,3049,0.05611,600.33
Hybridflowshop,CPLEX,CP,982,150,10,2776,2931,0.05584,600.128
Hybridflowshop,CPLEX,CP,983,150,10,2799,2948,0.05323,600.13
Hybridflowshop,CPLEX,CP,984,150,10,2948,3030,0.02782,600.134
Hybridflowshop,CPLEX,CP,985,150,10,3203,3220,0.00531,600.134
Hybridflowshop,CPLEX,CP,986,150,10,3010,3172,0.05382,600.132
Hybridflowshop,CPLEX,CP,987,150,10,2739,2968,0.08361,600.127
Hybridflowshop,CPLEX,CP,988,150,10,2961,3102,0.04762,600.134
Hybridflowshop,CPLEX,CP,989,150,10,2857,3035,0.0623,600.119
Hybridflowshop,CPLEX,CP,990,150,10,2850,3036,0.06526,600.125
Hybridflowshop,CPLEX,CP,991,150,10,1881,1950,0.03668,600.096
Hybridflowshop,CPLEX,CP,992,150,10,1826,1979,0.08379,600.093
Hybridflowshop,CPLEX,CP,993,150,10,1783,1950,0.09366,600.104
Hybridflowshop,CPLEX,CP,994,150,10,1771,1952,0.1022,600.1
Hybridflowshop,CPLEX,CP,995,150,10,1864,1991,0.06813,600.1
Hybridflowshop,CPLEX,CP,996,150,10,1838,2002,0.08923,600.096
Hybridflowshop,CPLEX,CP,997,150,10,1789,1951,0.09055,600.11
Hybridflowshop,CPLEX,CP,998,150,10,1803,1981,0.09872,600.1
Hybridflowshop,CPLEX,CP,999,150,10,1889,1991,0.054,600.081
Hybridflowshop,CPLEX,CP,1000,150,10,1911,1961,0.02616,600.096
Hybridflowshop,CPLEX,CP,1001,150,10,1876,2007,0.06983,600.09
Hybridflowshop,CPLEX,CP,1002,150,10,1794,1949,0.0864,600.103
Hybridflowshop,CPLEX,CP,1003,150,10,1774,1919,0.08174,600.101
Hybridflowshop,CPLEX,CP,1004,150,10,1856,2005,0.08028,600.309
Hybridflowshop,CPLEX,CP,1005,150,10,1756,1920,0.09339,600.086
Hybridflowshop,CPLEX,CP,1006,150,10,1792,1900,0.06027,600.091
Hybridflowshop,CPLEX,CP,1007,150,10,1785,1937,0.08515,600.082
Hybridflowshop,CPLEX,CP,1008,150,10,1863,2036,0.09286,600.097
Hybridflowshop,CPLEX,CP,1009,150,10,1880,1927,0.025,600.107
Hybridflowshop,CPLEX,CP,1010,150,10,1862,2010,0.07948,600.095
Hybridflowshop,CPLEX,CP,1011,150,10,1798,1948,0.08343,600.089
Hybridflowshop,CPLEX,CP,1012,150,10,1873,2041,0.0897,600.096
Hybridflowshop,CPLEX,CP,1013,150,10,1856,1982,0.06789,600.102
Hybridflowshop,CPLEX,CP,1014,150,10,1920,2074,0.08021,600.106
Hybridflowshop,CPLEX,CP,1015,150,10,1769,1968,0.11249,600.089
Hybridflowshop,CPLEX,CP,1016,150,10,1832,1964,0.07205,600.121
Hybridflowshop,CPLEX,CP,1017,150,10,1753,1943,0.10839,600.107
Hybridflowshop,CPLEX,CP,1018,150,10,1849,1971,0.06598,600.101
Hybridflowshop,CPLEX,CP,1019,150,10,1844,1893,0.02657,600.085
Hybridflowshop,CPLEX,CP,1020,150,10,1828,1884,0.03063,600.089
Hybridflowshop,CPLEX,CP,1021,150,10,1839,1968,0.07015,600.089
Hybridflowshop,CPLEX,CP,1022,150,10,1907,2019,0.05873,600.099
Hybridflowshop,CPLEX,CP,1023,150,10,1842,1995,0.08306,600.081
Hybridflowshop,CPLEX,CP,1024,150,10,1851,2007,0.08428,600.107
Hybridflowshop,CPLEX,CP,1025,150,10,1819,1940,0.06652,600.087
Hybridflowshop,CPLEX,CP,1026,150,10,1812,1926,0.06291,600.105
Hybridflowshop,CPLEX,CP,1027,150,10,1828,1967,0.07604,600.089
Hybridflowshop,CPLEX,CP,1028,150,10,1898,2023,0.06586,600.093
Hybridflowshop,CPLEX,CP,1029,150,10,1797,1929,0.07346,600.085
Hybridflowshop,CPLEX,CP,1030,150,10,1884,1943,0.03132,600.093
Hybridflowshop,CPLEX,CP,1031,150,10,1798,1969,0.09511,600.355
Hybridflowshop,CPLEX,CP,1032,150,10,1891,2052,0.08514,600.085
Hybridflowshop,CPLEX,CP,1033,150,10,1822,1924,0.05598,600.078
Hybridflowshop,CPLEX,CP,1034,150,10,1821,1934,0.06205,600.099
Hybridflowshop,CPLEX,CP,1035,150,10,1796,1953,0.08742,600.097
Hybridflowshop,CPLEX,CP,1036,150,10,1854,2006,0.08198,600.104
Hybridflowshop,CPLEX,CP,1037,150,10,1816,1979,0.08976,600.086
Hybridflowshop,CPLEX,CP,1038,150,10,1818,1990,0.09461,600.111
Hybridflowshop,CPLEX,CP,1039,150,10,1833,1989,0.08511,600.103
Hybridflowshop,CPLEX,CP,1040,150,10,1829,1951,0.0667,600.094
Hybridflowshop,CPLEX,CP,1041,150,10,1910,1981,0.03717,600.09
Hybridflowshop,CPLEX,CP,1042,150,10,1881,2044,0.08666,600.093
Hybridflowshop,CPLEX,CP,1043,150,10,1867,1946,0.04231,600.089
Hybridflowshop,CPLEX,CP,1044,150,10,1909,1992,0.04348,600.097
Hybridflowshop,CPLEX,CP,1045,150,10,1872,1981,0.05823,600.081
Hybridflowshop,CPLEX,CP,1046,150,10,1877,1968,0.04848,600.111
Hybridflowshop,CPLEX,CP,1047,150,10,1792,1947,0.0865,600.072
Hybridflowshop,CPLEX,CP,1048,150,10,1791,1943,0.08487,600.085
Hybridflowshop,CPLEX,CP,1049,150,10,1768,1932,0.09276,600.095
Hybridflowshop,CPLEX,CP,1050,150,10,1752,1891,0.07934,600.087
Hybridflowshop,CPLEX,CP,1051,150,10,1856,2027,0.09213,600.099
Hybridflowshop,CPLEX,CP,1052,150,10,1844,1957,0.06128,600.091
Hybridflowshop,CPLEX,CP,1053,150,10,1818,2000,0.10011,600.099
Hybridflowshop,CPLEX,CP,1054,150,10,1784,1866,0.04596,600.106
Hybridflowshop,CPLEX,CP,1055,150,10,1823,1886,0.03456,600.102
Hybridflowshop,CPLEX,CP,1056,150,10,1827,1945,0.06459,600.099
Hybridflowshop,CPLEX,CP,1057,150,10,1802,1949,0.08158,600.084
Hybridflowshop,CPLEX,CP,1058,150,10,1778,1947,0.09505,600.108
Hybridflowshop,CPLEX,CP,1059,150,10,1865,1962,0.05201,600.101
Hybridflowshop,CPLEX,CP,1060,150,10,1825,1904,0.04329,600.104
Hybridflowshop,CPLEX,CP,1061,150,10,1848,1969,0.06548,600.383
Hybridflowshop,CPLEX,CP,1062,150,10,1895,2081,0.09815,600.099
Hybridflowshop,CPLEX,CP,1063,150,10,1851,1992,0.07618,600.081
Hybridflowshop,CPLEX,CP,1064,150,10,1872,1990,0.06303,600.09
Hybridflowshop,CPLEX,CP,1065,150,10,1858,2026,0.09042,600.084
Hybridflowshop,CPLEX,CP,1066,150,10,1766,1898,0.07475,600.089
Hybridflowshop,CPLEX,CP,1067,150,10,1830,1956,0.06885,600.089
Hybridflowshop,CPLEX,CP,1068,150,10,1846,1985,0.0753,600.102
Hybridflowshop,CPLEX,CP,1069,150,10,1833,1985,0.08292,600.1
Hybridflowshop,CPLEX,CP,1070,150,10,1930,2003,0.03782,600.097
Hybridflowshop,CPLEX,CP,1071,150,10,1830,1927,0.05301,600.079
Hybridflowshop,CPLEX,CP,1072,150,10,1826,1966,0.07667,600.092
Hybridflowshop,CPLEX,CP,1073,150,10,1869,1971,0.05457,600.1
Hybridflowshop,CPLEX,CP,1074,150,10,1824,2001,0.09704,600.088
Hybridflowshop,CPLEX,CP,1075,150,10,1817,1931,0.06274,600.077
Hybridflowshop,CPLEX,CP,1076,150,10,1768,1916,0.08371,600.089
Hybridflowshop,CPLEX,CP,1077,150,10,1830,1945,0.06284,600.087
Hybridflowshop,CPLEX,CP,1078,150,10,1783,1980,0.11049,600.096
Hybridflowshop,CPLEX,CP,1079,150,10,1803,1888,0.04714,600.088
Hybridflowshop,CPLEX,CP,1080,150,10,1799,1977,0.09894,600.086
Hybridflowshop,CPLEX,CP,1081,200,5,3474,3492,0.00518,600.089
Hybridflowshop,CPLEX,CP,1082,200,5,3581,3598,0.00475,600.094
Hybridflowshop,CPLEX,CP,1083,200,5,3685,3685,0,9.027
Hybridflowshop,CPLEX,CP,1084,200,5,3483,3506,0.0066,600.093
Hybridflowshop,CPLEX,CP,1085,200,5,3501,3505,0.00114,600.128
Hybridflowshop,CPLEX,CP,1086,200,5,3657,3657,0,38.78
Hybridflowshop,CPLEX,CP,1087,200,5,3427,3431,0.00117,600.095
Hybridflowshop,CPLEX,CP,1088,200,5,3382,3407,0.00739,600.112
Hybridflowshop,CPLEX,CP,1089,200,5,3596,3620,0.00667,600.097
Hybridflowshop,CPLEX,CP,1090,200,5,3440,3445,0.00145,600.1
Hybridflowshop,CPLEX,CP,1091,200,5,3549,3559,0.00282,600.102
Hybridflowshop,CPLEX,CP,1092,200,5,3459,3459,0,239.772
Hybridflowshop,CPLEX,CP,1093,200,5,3506,3511,0.00143,600.089
Hybridflowshop,CPLEX,CP,1094,200,5,3361,3371,0.00298,600.095
Hybridflowshop,CPLEX,CP,1095,200,5,3553,3566,0.00366,600.088
Hybridflowshop,CPLEX,CP,1096,200,5,3546,3569,0.00649,600.086
Hybridflowshop,CPLEX,CP,1097,200,5,3526,3530,0.00113,600.089
Hybridflowshop,CPLEX,CP,1098,200,5,3432,3449,0.00495,600.095
Hybridflowshop,CPLEX,CP,1099,200,5,3314,3331,0.00513,600.131
Hybridflowshop,CPLEX,CP,1100,200,5,3436,3490,0.01572,600.093
Hybridflowshop,CPLEX,CP,1101,200,5,3598,3604,0.00167,600.086
Hybridflowshop,CPLEX,CP,1102,200,5,3688,3688,0,151.459
Hybridflowshop,CPLEX,CP,1103,200,5,3437,3461,0.00698,600.108
Hybridflowshop,CPLEX,CP,1104,200,5,3604,3613,0.0025,600.101
Hybridflowshop,CPLEX,CP,1105,200,5,3595,3599,0.00111,600.096
Hybridflowshop,CPLEX,CP,1106,200,5,3603,3603,0,59.766
Hybridflowshop,CPLEX,CP,1107,200,5,3494,3498,0.00114,600.125
Hybridflowshop,CPLEX,CP,1108,200,5,3544,3550,0.00169,600.102
Hybridflowshop,CPLEX,CP,1109,200,5,3438,3442,0.00116,600.107
Hybridflowshop,CPLEX,CP,1110,200,5,3607,3610,0.00083,600.106
Hybridflowshop,CPLEX,CP,1111,200,5,3579,3582,0.00084,600.091
Hybridflowshop,CPLEX,CP,1112,200,5,3653,3658,0.00137,600.097
Hybridflowshop,CPLEX,CP,1113,200,5,3637,3637,0,179.582
Hybridflowshop,CPLEX,CP,1114,200,5,3603,3603,0,11.495
Hybridflowshop,CPLEX,CP,1115,200,5,3474,3516,0.01209,600.092
Hybridflowshop,CPLEX,CP,1116,200,5,3520,3523,0.00085,600.098
Hybridflowshop,CPLEX,CP,1117,200,5,3652,3663,0.00301,600.127
Hybridflowshop,CPLEX,CP,1118,200,5,3488,3492,0.00115,600.103
Hybridflowshop,CPLEX,CP,1119,200,5,3565,3565,0,570.069
Hybridflowshop,CPLEX,CP,1120,200,5,3471,3481,0.00288,600.09
Hybridflowshop,CPLEX,CP,1121,200,5,3474,3519,0.01295,600.147
Hybridflowshop,CPLEX,CP,1122,200,5,3405,3435,0.00881,600.095
Hybridflowshop,CPLEX,CP,1123,200,5,3497,3502,0.00143,600.093
Hybridflowshop,CPLEX,CP,1124,200,5,3607,3612,0.00139,600.083
Hybridflowshop,CPLEX,CP,1125,200,5,3473,3473,0,100.45
Hybridflowshop,CPLEX,CP,1126,200,5,3447,3471,0.00696,600.096
Hybridflowshop,CPLEX,CP,1127,200,5,3536,3541,0.00141,600.093
Hybridflowshop,CPLEX,CP,1128,200,5,3597,3603,0.00167,600.098
Hybridflowshop,CPLEX,CP,1129,200,5,3553,3560,0.00197,600.129
Hybridflowshop,CPLEX,CP,1130,200,5,3529,3588,0.01672,600.093
Hybridflowshop,CPLEX,CP,1131,200,5,3493,3510,0.00487,600.084
Hybridflowshop,CPLEX,CP,1132,200,5,3558,3562,0.00112,600.094
Hybridflowshop,CPLEX,CP,1133,200,5,3444,3458,0.00407,600.1
Hybridflowshop,CPLEX,CP,1134,200,5,3629,3633,0.0011,600.1
Hybridflowshop,CPLEX,CP,1135,200,5,3639,3639,0,24.318
Hybridflowshop,CPLEX,CP,1136,200,5,3596,3599,0.00083,600.094
Hybridflowshop,CPLEX,CP,1137,200,5,3553,3557,0.00113,600.097
Hybridflowshop,CPLEX,CP,1138,200,5,3459,3471,0.00347,600.168
Hybridflowshop,CPLEX,CP,1139,200,5,3495,3533,0.01087,600.089
Hybridflowshop,CPLEX,CP,1140,200,5,3585,3590,0.00139,600.102
Hybridflowshop,CPLEX,CP,1141,200,5,3536,3538,0.00057,600.098
Hybridflowshop,CPLEX,CP,1142,200,5,3561,3564,0.00084,600.108
Hybridflowshop,CPLEX,CP,1143,200,5,3405,3414,0.00264,600.102
Hybridflowshop,CPLEX,CP,1144,200,5,3610,3633,0.00637,600.108
Hybridflowshop,CPLEX,CP,1145,200,5,3471,3471,0,160.963
Hybridflowshop,CPLEX,CP,1146,200,5,3565,3570,0.0014,600.073
Hybridflowshop,CPLEX,CP,1147,200,5,3455,3455,0,7.424
Hybridflowshop,CPLEX,CP,1148,200,5,3532,3554,0.00623,600.161
Hybridflowshop,CPLEX,CP,1149,200,5,3629,3637,0.0022,600.087
Hybridflowshop,CPLEX,CP,1150,200,5,3374,3379,0.00148,600.085
Hybridflowshop,CPLEX,CP,1151,200,5,3518,3518,0,40.985
Hybridflowshop,CPLEX,CP,1152,200,5,3583,3584,0.00028,600.098
Hybridflowshop,CPLEX,CP,1153,200,5,3451,3524,0.02115,600.1
Hybridflowshop,CPLEX,CP,1154,200,5,3472,3472,0,37.27
Hybridflowshop,CPLEX,CP,1155,200,5,3638,3659,0.00577,600.115
Hybridflowshop,CPLEX,CP,1156,200,5,3478,3482,0.00115,600.086
Hybridflowshop,CPLEX,CP,1157,200,5,3717,3732,0.00404,600.083
Hybridflowshop,CPLEX,CP,1158,200,5,3544,3548,0.00113,600.097
Hybridflowshop,CPLEX,CP,1159,200,5,3689,3695,0.00163,600.175
Hybridflowshop,CPLEX,CP,1160,200,5,3636,3636,0,256.584
Hybridflowshop,CPLEX,CP,1161,200,5,3633,3633,0,159.912
Hybridflowshop,CPLEX,CP,1162,200,5,3624,3624,0,258.698
Hybridflowshop,CPLEX,CP,1163,200,5,3329,3343,0.00421,600.109
Hybridflowshop,CPLEX,CP,1164,200,5,3578,3590,0.00335,600.11
Hybridflowshop,CPLEX,CP,1165,200,5,3590,3590,0,272.298
Hybridflowshop,CPLEX,CP,1166,200,5,3484,3490,0.00172,600.099
Hybridflowshop,CPLEX,CP,1167,200,5,3471,3475,0.00115,600.106
Hybridflowshop,CPLEX,CP,1168,200,5,3592,3600,0.00223,600.097
Hybridflowshop,CPLEX,CP,1169,200,5,3558,3560,0.00056,600.105
Hybridflowshop,CPLEX,CP,1170,200,5,3467,3467,0,151.286
Hybridflowshop,CPLEX,CP,1171,200,5,2056,2061,0.00243,600.162
Hybridflowshop,CPLEX,CP,1172,200,5,2095,2103,0.00382,600.059
Hybridflowshop,CPLEX,CP,1173,200,5,2166,2210,0.02031,600.065
Hybridflowshop,CPLEX,CP,1174,200,5,2210,2222,0.00543,600.067
Hybridflowshop,CPLEX,CP,1175,200,5,2035,2055,0.00983,600.077
Hybridflowshop,CPLEX,CP,1176,200,5,2188,2188,0,357.815
Hybridflowshop,CPLEX,CP,1177,200,5,2121,2146,0.01179,600.077
Hybridflowshop,CPLEX,CP,1178,200,5,2113,2123,0.00473,600.077
Hybridflowshop,CPLEX,CP,1179,200,5,2083,2149,0.03169,600.081
Hybridflowshop,CPLEX,CP,1180,200,5,2250,2278,0.01244,600.074
Hybridflowshop,CPLEX,CP,1181,200,5,2060,2065,0.00243,600.072
Hybridflowshop,CPLEX,CP,1182,200,5,2139,2150,0.00514,600.079
Hybridflowshop,CPLEX,CP,1183,200,5,2067,2116,0.02371,600.07
Hybridflowshop,CPLEX,CP,1184,200,5,2147,2151,0.00186,600.17
Hybridflowshop,CPLEX,CP,1185,200,5,2127,2143,0.00752,600.066
Hybridflowshop,CPLEX,CP,1186,200,5,2073,2093,0.00965,600.078
Hybridflowshop,CPLEX,CP,1187,200,5,2100,2114,0.00667,600.071
Hybridflowshop,CPLEX,CP,1188,200,5,2140,2161,0.00981,600.079
Hybridflowshop,CPLEX,CP,1189,200,5,2137,2145,0.00374,600.074
Hybridflowshop,CPLEX,CP,1190,200,5,2167,2167,0,205.932
Hybridflowshop,CPLEX,CP,1191,200,5,2160,2186,0.01204,600.073
Hybridflowshop,CPLEX,CP,1192,200,5,2111,2117,0.00284,600.072
Hybridflowshop,CPLEX,CP,1193,200,5,2208,2213,0.00226,600.065
Hybridflowshop,CPLEX,CP,1194,200,5,2111,2139,0.01326,600.065
Hybridflowshop,CPLEX,CP,1195,200,5,2175,2190,0.0069,600.07
Hybridflowshop,CPLEX,CP,1196,200,5,2127,2133,0.00282,600.055
Hybridflowshop,CPLEX,CP,1197,200,5,2117,2128,0.0052,600.066
Hybridflowshop,CPLEX,CP,1198,200,5,2166,2176,0.00462,600.072
Hybridflowshop,CPLEX,CP,1199,200,5,2173,2186,0.00598,600.06
Hybridflowshop,CPLEX,CP,1200,200,5,2182,2193,0.00504,600.181
Hybridflowshop,CPLEX,CP,1201,200,5,2151,2151,0,43.351
Hybridflowshop,CPLEX,CP,1202,200,5,2113,2128,0.0071,600.07
Hybridflowshop,CPLEX,CP,1203,200,5,2117,2159,0.01984,600.075
Hybridflowshop,CPLEX,CP,1204,200,5,2068,2106,0.01838,600.06
Hybridflowshop,CPLEX,CP,1205,200,5,2065,2087,0.01065,600.075
Hybridflowshop,CPLEX,CP,1206,200,5,2063,2082,0.00921,600.074
Hybridflowshop,CPLEX,CP,1207,200,5,2167,2177,0.00461,600.06
Hybridflowshop,CPLEX,CP,1208,200,5,2221,2237,0.0072,600.062
Hybridflowshop,CPLEX,CP,1209,200,5,2181,2187,0.00275,600.084
Hybridflowshop,CPLEX,CP,1210,200,5,2182,2215,0.01512,600.066
Hybridflowshop,CPLEX,CP,1211,200,5,2108,2127,0.00901,600.069
Hybridflowshop,CPLEX,CP,1212,200,5,2209,2209,0,39.993
Hybridflowshop,CPLEX,CP,1213,200,5,2243,2246,0.00134,600.065
Hybridflowshop,CPLEX,CP,1214,200,5,2120,2120,0,305.173
Hybridflowshop,CPLEX,CP,1215,200,5,2101,2116,0.00714,600.083
Hybridflowshop,CPLEX,CP,1216,200,5,2123,2133,0.00471,600.071
Hybridflowshop,CPLEX,CP,1217,200,5,2134,2140,0.00281,600.186
Hybridflowshop,CPLEX,CP,1218,200,5,2138,2142,0.00187,600.075
Hybridflowshop,CPLEX,CP,1219,200,5,2209,2218,0.00407,600.07
Hybridflowshop,CPLEX,CP,1220,200,5,2082,2088,0.00288,600.075
Hybridflowshop,CPLEX,CP,1221,200,5,2115,2124,0.00426,600.067
Hybridflowshop,CPLEX,CP,1222,200,5,2168,2180,0.00554,600.072
Hybridflowshop,CPLEX,CP,1223,200,5,2111,2136,0.01184,600.076
Hybridflowshop,CPLEX,CP,1224,200,5,2235,2249,0.00626,600.078
Hybridflowshop,CPLEX,CP,1225,200,5,2224,2247,0.01034,600.061
Hybridflowshop,CPLEX,CP,1226,200,5,2195,2216,0.00957,600.071
Hybridflowshop,CPLEX,CP,1227,200,5,2144,2149,0.00233,600.063
Hybridflowshop,CPLEX,CP,1228,200,5,2207,2213,0.00272,600.072
Hybridflowshop,CPLEX,CP,1229,200,5,2234,2249,0.00671,600.067
Hybridflowshop,CPLEX,CP,1230,200,5,2124,2129,0.00235,600.072
Hybridflowshop,CPLEX,CP,1231,200,5,2342,2346,0.00171,600.07
Hybridflowshop,CPLEX,CP,1232,200,5,2065,2082,0.00823,600.061
Hybridflowshop,CPLEX,CP,1233,200,5,2286,2286,0,40.287
Hybridflowshop,CPLEX,CP,1234,200,5,2195,2202,0.00319,600.073
Hybridflowshop,CPLEX,CP,1235,200,5,2015,2051,0.01787,600.061
Hybridflowshop,CPLEX,CP,1236,200,5,2080,2102,0.01058,600.077
Hybridflowshop,CPLEX,CP,1237,200,5,2165,2165,0,127.21
Hybridflowshop,CPLEX,CP,1238,200,5,2103,2122,0.00903,600.069
Hybridflowshop,CPLEX,CP,1239,200,5,2169,2183,0.00645,600.063
Hybridflowshop,CPLEX,CP,1240,200,5,2203,2203,0,389.885
Hybridflowshop,CPLEX,CP,1241,200,5,2109,2123,0.00664,600.062
Hybridflowshop,CPLEX,CP,1242,200,5,2066,2090,0.01162,600.07
Hybridflowshop,CPLEX,CP,1243,200,5,2144,2161,0.00793,600.072
Hybridflowshop,CPLEX,CP,1244,200,5,2101,2109,0.00381,600.081
Hybridflowshop,CPLEX,CP,1245,200,5,2078,2090,0.00577,600.073
Hybridflowshop,CPLEX,CP,1246,200,5,2209,2220,0.00498,600.066
Hybridflowshop,CPLEX,CP,1247,200,5,2175,2188,0.00598,600.071
Hybridflowshop,CPLEX,CP,1248,200,5,2119,2129,0.00472,600.07
Hybridflowshop,CPLEX,CP,1249,200,5,2188,2190,0.00091,600.07
Hybridflowshop,CPLEX,CP,1250,200,5,2111,2119,0.00379,600.061
Hybridflowshop,CPLEX,CP,1251,200,5,2124,2133,0.00424,600.088
Hybridflowshop,CPLEX,CP,1252,200,5,2126,2184,0.02728,600.089
Hybridflowshop,CPLEX,CP,1253,200,5,2079,2112,0.01587,600.069
Hybridflowshop,CPLEX,CP,1254,200,5,2099,2108,0.00429,600.082
Hybridflowshop,CPLEX,CP,1255,200,5,2230,2234,0.00179,600.069
Hybridflowshop,CPLEX,CP,1256,200,5,2209,2224,0.00679,600.075
Hybridflowshop,CPLEX,CP,1257,200,5,2110,2137,0.0128,600.065
Hybridflowshop,CPLEX,CP,1258,200,5,2031,2041,0.00492,600.238
Hybridflowshop,CPLEX,CP,1259,200,5,2167,2184,0.00784,600.067
Hybridflowshop,CPLEX,CP,1260,200,5,2190,2190,0,93.332
Hybridflowshop,CPLEX,CP,1261,200,10,3719,3942,0.05996,600.072
Hybridflowshop,CPLEX,CP,1262,200,10,3612,3878,0.07364,600.068
Hybridflowshop,CPLEX,CP,1263,200,10,3777,3987,0.0556,600.062
Hybridflowshop,CPLEX,CP,1264,200,10,3823,3963,0.03662,600.055
Hybridflowshop,CPLEX,CP,1265,200,10,3814,3960,0.03828,600.05
Hybridflowshop,CPLEX,CP,1266,200,10,3720,3968,0.06667,600.061
Hybridflowshop,CPLEX,CP,1267,200,10,3827,3987,0.04181,600.061
Hybridflowshop,CPLEX,CP,1268,200,10,3696,3903,0.05601,600.063
Hybridflowshop,CPLEX,CP,1269,200,10,3747,3974,0.06058,600.066
Hybridflowshop,CPLEX,CP,1270,200,10,3710,3970,0.07008,600.069
Hybridflowshop,CPLEX,CP,1271,200,10,3711,3939,0.06144,600.24
Hybridflowshop,CPLEX,CP,1272,200,10,3797,3962,0.04346,600.076
Hybridflowshop,CPLEX,CP,1273,200,10,3714,3962,0.06677,600.07
Hybridflowshop,CPLEX,CP,1274,200,10,3734,3939,0.0549,600.071
Hybridflowshop,CPLEX,CP,1275,200,10,3894,4060,0.04263,600.088
Hybridflowshop,CPLEX,CP,1276,200,10,3832,3989,0.04097,600.073
Hybridflowshop,CPLEX,CP,1277,200,10,3749,3923,0.04641,600.079
Hybridflowshop,CPLEX,CP,1278,200,10,3757,3949,0.0511,600.077
Hybridflowshop,CPLEX,CP,1279,200,10,3714,3990,0.07431,600.079
Hybridflowshop,CPLEX,CP,1280,200,10,3568,3741,0.04849,600.057
Hybridflowshop,CPLEX,CP,1281,200,10,3739,3959,0.05884,600.068
Hybridflowshop,CPLEX,CP,1282,200,10,3791,4026,0.06199,600.066
Hybridflowshop,CPLEX,CP,1283,200,10,3714,3908,0.05223,600.07
Hybridflowshop,CPLEX,CP,1284,200,10,3837,3977,0.03649,600.071
Hybridflowshop,CPLEX,CP,1285,200,10,3679,3931,0.0685,600.271
Hybridflowshop,CPLEX,CP,1286,200,10,3634,3865,0.06357,600.087
Hybridflowshop,CPLEX,CP,1287,200,10,3670,3878,0.05668,600.08
Hybridflowshop,CPLEX,CP,1288,200,10,3712,3962,0.06735,600.072
Hybridflowshop,CPLEX,CP,1289,200,10,3784,3890,0.02801,600.069
Hybridflowshop,CPLEX,CP,1290,200,10,3844,4033,0.04917,600.069
Hybridflowshop,CPLEX,CP,1291,200,10,3717,3885,0.0452,600.049
Hybridflowshop,CPLEX,CP,1292,200,10,3786,3997,0.05573,600.066
Hybridflowshop,CPLEX,CP,1293,200,10,3826,3961,0.03528,600.081
Hybridflowshop,CPLEX,CP,1294,200,10,3742,3900,0.04222,600.071
Hybridflowshop,CPLEX,CP,1295,200,10,3716,4004,0.0775,600.068
Hybridflowshop,CPLEX,CP,1296,200,10,3737,4044,0.08215,600.083
Hybridflowshop,CPLEX,CP,1297,200,10,3831,3878,0.01227,600.06
Hybridflowshop,CPLEX,CP,1298,200,10,3856,3989,0.03449,600.067
Hybridflowshop,CPLEX,CP,1299,200,10,3752,4022,0.07196,600.077
Hybridflowshop,CPLEX,CP,1300,200,10,3745,3933,0.0502,600.068
Hybridflowshop,CPLEX,CP,1301,200,10,3707,3852,0.03912,600.309
Hybridflowshop,CPLEX,CP,1302,200,10,3773,3952,0.04744,600.075
Hybridflowshop,CPLEX,CP,1303,200,10,3687,3849,0.04394,600.072
Hybridflowshop,CPLEX,CP,1304,200,10,3625,3899,0.07559,600.065
Hybridflowshop,CPLEX,CP,1305,200,10,3904,3925,0.00538,600.053
Hybridflowshop,CPLEX,CP,1306,200,10,3694,3886,0.05198,600.084
Hybridflowshop,CPLEX,CP,1307,200,10,3823,4010,0.04891,600.07
Hybridflowshop,CPLEX,CP,1308,200,10,3697,3862,0.04463,600.05
Hybridflowshop,CPLEX,CP,1309,200,10,3660,3928,0.07322,600.074
Hybridflowshop,CPLEX,CP,1310,200,10,3779,3988,0.05531,600.054
Hybridflowshop,CPLEX,CP,1311,200,10,3741,4004,0.0703,600.063
Hybridflowshop,CPLEX,CP,1312,200,10,3662,3864,0.05516,600.08
Hybridflowshop,CPLEX,CP,1313,200,10,3732,3952,0.05895,600.054
Hybridflowshop,CPLEX,CP,1314,200,10,3760,3927,0.04441,600.075
Hybridflowshop,CPLEX,CP,1315,200,10,3727,3916,0.05071,600.079
