ins,selected_lane,step_idx,step_count,step_label,obj,elapsed,n,c
3,retained_cp_sequence_first_neh,1,6,neh_cp:safe_neh15,1519.0,13.946,40,15
3,retained_cp_sequence_first_neh,2,6,neh_cp:safe_neh20,1519.0,9.175,40,15
3,retained_cp_sequence_first_neh,3,6,neh_cp:safe_neh25,1495.0,12.354,40,15
3,retained_cp_sequence_first_neh,4,6,neh_cp:safe_neh30,1495.0,15.198,40,15
3,retained_cp_sequence_first_neh,5,6,incremental_pw_cp:safe_pw005,1495.0,7.397,40,15
3,retained_cp_sequence_first_neh,6,6,incremental_pw_cp:safe_pw010,1495.0,8.569,40,15
3,retained_cp_sequence_first_neh,0,6,PROBE_WINNER,1519.0,102.4149645799771,40,15
4,interleaved_pw_neh_basin,1,8,incremental_pw_cp:interleave_pw005_after_neh10,1952.0,10.374,40,20
4,interleaved_pw_neh_basin,2,8,neh_cp:safe_neh15,1948.0,18.507,40,20
4,interleaved_pw_neh_basin,3,8,incremental_pw_cp:interleave_pw006_after_neh15,1939.0,18.303,40,20
4,interleaved_pw_neh_basin,4,8,neh_cp:safe_neh20,1939.0,12.265,40,20
4,interleaved_pw_neh_basin,5,8,incremental_pw_cp:interleave_pw008_after_neh20,1937.0,32.324,40,20
4,interleaved_pw_neh_basin,6,8,neh_cp:safe_neh25,1937.0,20.343,40,20
4,interleaved_pw_neh_basin,7,8,neh_cp:safe_neh30,1937.0,20.342,40,20
4,interleaved_pw_neh_basin,8,8,incremental_pw_cp:safe_pw010,1935.0,39.946,40,20
4,interleaved_pw_neh_basin,0,8,PROBE_WINNER,1954.0,121.52952528512105,40,20
6,retained_cp_sequence_first_neh,1,6,neh_cp:safe_neh15,2227.0,36.843,80,10
6,retained_cp_sequence_first_neh,2,6,neh_cp:safe_neh20,2211.0,24.629,80,10
6,retained_cp_sequence_first_neh,3,6,neh_cp:safe_neh25,2211.0,40.637,80,10
6,retained_cp_sequence_first_neh,4,6,neh_cp:safe_neh30,2211.0,30.427,80,10
6,retained_cp_sequence_first_neh,5,6,incremental_pw_cp:safe_pw005,2206.0,49.469,80,10
6,retained_cp_sequence_first_neh,6,6,incremental_pw_cp:safe_pw010,2206.0,28.931,80,10
6,retained_cp_sequence_first_neh,0,6,PROBE_WINNER,2234.0,259.7376594240777,80,10
7,delayed_profile_first_neh,1,6,neh_cp:safe_neh15,2336.0,49.656,80,15
7,delayed_profile_first_neh,2,6,neh_cp:safe_neh20,2336.0,36.932,80,15
7,delayed_profile_first_neh,3,6,neh_cp:safe_neh25,2333.0,61.406,80,15
7,delayed_profile_first_neh,4,6,neh_cp:safe_neh30,2333.0,45.701,80,15
7,delayed_profile_first_neh,5,6,incremental_pw_cp:safe_pw005,2333.0,0.001,80,15
7,delayed_profile_first_neh,6,6,incremental_pw_cp:safe_pw010,2333.0,0.001,80,15
7,delayed_profile_first_neh,0,6,PROBE_WINNER,2336.0,380.0982516645454,80,15
8,delayed_profile_first_neh,1,6,neh_cp:safe_neh15,2416.0,66.632,80,20
8,delayed_profile_first_neh,2,6,neh_cp:safe_neh20,2416.0,49.514,80,20
8,delayed_profile_first_neh,3,6,neh_cp:safe_neh25,2416.0,81.576,80,20
8,delayed_profile_first_neh,4,6,neh_cp:safe_neh30,2416.0,61.133,80,20
8,delayed_profile_first_neh,5,6,incremental_pw_cp:safe_pw005,2402.0,243.359,80,20
8,delayed_profile_first_neh,6,6,incremental_pw_cp:safe_pw010,2401.0,68.44,80,20
8,delayed_profile_first_neh,0,6,PROBE_WINNER,2416.0,510.4166375217028,80,20
10,cp_seeded_first_neh,1,6,neh_cp:safe_neh15,3131.0,73.363,120,10
10,cp_seeded_first_neh,2,6,neh_cp:safe_neh20,3131.0,55.285,120,10
10,cp_seeded_first_neh,3,6,neh_cp:safe_neh25,3127.0,76.257,120,10
10,cp_seeded_first_neh,4,6,neh_cp:safe_neh30,3127.0,50.771,120,10
10,cp_seeded_first_neh,5,6,incremental_pw_cp:safe_pw005,3127.0,49.525,120,10
10,cp_seeded_first_neh,6,6,incremental_pw_cp:safe_pw010,3127.0,43.872,120,10
10,cp_seeded_first_neh,0,6,PROBE_WINNER,3131.0,435.31295447284356,120,10
11,delayed_profile_first_neh,1,6,neh_cp:safe_neh15,3258.0,110.845,120,15
11,delayed_profile_first_neh,2,6,neh_cp:safe_neh20,3258.0,83.152,120,15
11,delayed_profile_first_neh,3,6,neh_cp:safe_neh25,3258.0,114.523,120,15
11,delayed_profile_first_neh,4,6,neh_cp:safe_neh30,3258.0,91.517,120,15
11,delayed_profile_first_neh,5,6,incremental_pw_cp:safe_pw005,3257.0,40.97,120,15
11,delayed_profile_first_neh,6,6,incremental_pw_cp:safe_pw010,3257.0,27.135,120,15
11,delayed_profile_first_neh,0,6,PROBE_WINNER,3258.0,699.2106722015887,120,15
12,delayed_profile_first_neh,1,6,neh_cp:safe_neh15,3656.0,147.615,120,20
12,delayed_profile_first_neh,2,6,neh_cp:safe_neh20,3656.0,110.824,120,20
12,delayed_profile_first_neh,3,6,neh_cp:safe_neh25,3656.0,152.248,120,20
12,delayed_profile_first_neh,4,6,neh_cp:safe_neh30,3656.0,122.169,120,20
12,delayed_profile_first_neh,5,6,incremental_pw_cp:safe_pw005,3653.0,36.137,120,20
12,delayed_profile_first_neh,6,6,incremental_pw_cp:safe_pw010,3653.0,19.271,120,20
12,delayed_profile_first_neh,0,6,PROBE_WINNER,3656.0,942.5140674794093,120,20
14,retained_cp_sequence_first_neh,1,6,neh_cp:safe_neh15,4270.0,133.238,160,10
14,retained_cp_sequence_first_neh,2,6,neh_cp:safe_neh20,4270.0,98.641,160,10
14,retained_cp_sequence_first_neh,3,6,neh_cp:safe_neh25,4270.0,142.569,160,10
14,retained_cp_sequence_first_neh,4,6,neh_cp:safe_neh30,4270.0,119.896,160,10
14,retained_cp_sequence_first_neh,5,6,incremental_pw_cp:safe_pw005,4270.0,73.395,160,10
14,retained_cp_sequence_first_neh,6,6,incremental_pw_cp:safe_pw010,4270.0,61.02,160,10
14,retained_cp_sequence_first_neh,0,6,PROBE_WINNER,4270.0,651.7359782648273,160,10
15,delayed_profile_first_neh,1,6,neh_cp:safe_neh15,4226.0,203.833,160,15
15,delayed_profile_first_neh,2,6,neh_cp:safe_neh20,4224.0,148.125,160,15
15,delayed_profile_first_neh,3,6,neh_cp:safe_neh25,4217.0,213.877,160,15
15,delayed_profile_first_neh,4,6,neh_cp:safe_neh30,4217.0,183.612,160,15
15,delayed_profile_first_neh,5,6,incremental_pw_cp:safe_pw005,4215.0,139.134,160,15
15,delayed_profile_first_neh,6,6,incremental_pw_cp:safe_pw010,4215.0,90.641,160,15
15,delayed_profile_first_neh,0,6,PROBE_WINNER,4232.0,1004.3927155835554,160,15
16,safe_0504_first_neh,1,6,neh_cp:safe_neh15,4515.0,270.949,160,20
16,safe_0504_first_neh,2,6,neh_cp:safe_neh20,4515.0,197.706,160,20
16,safe_0504_first_neh,3,6,neh_cp:safe_neh25,4515.0,285.229,160,20
16,safe_0504_first_neh,4,6,neh_cp:safe_neh30,4515.0,244.807,160,20
16,safe_0504_first_neh,5,6,incremental_pw_cp:safe_pw005,4495.0,235.17,160,20
16,safe_0504_first_neh,6,6,incremental_pw_cp:safe_pw010,4492.0,174.351,160,20
16,safe_0504_first_neh,0,6,PROBE_WINNER,4515.0,1336.8004132974893,160,20
19,delayed_profile_first_neh,1,6,neh_cp:safe_neh15,5184.0,323.553,200,15
19,delayed_profile_first_neh,2,6,neh_cp:safe_neh20,5184.0,232.136,200,15
19,delayed_profile_first_neh,3,6,neh_cp:safe_neh25,5184.0,305.155,200,15
19,delayed_profile_first_neh,4,6,neh_cp:safe_neh30,5181.0,267.838,200,15
19,delayed_profile_first_neh,5,6,incremental_pw_cp:safe_pw005,5178.0,147.627,200,15
19,delayed_profile_first_neh,6,6,incremental_pw_cp:safe_pw010,5178.0,136.335,200,15
19,delayed_profile_first_neh,0,6,PROBE_WINNER,5184.0,1351.9202645970508,200,15
20,cp_seeded_first_neh,1,6,neh_cp:safe_neh15,5599.0,431.386,200,20
20,cp_seeded_first_neh,2,6,neh_cp:safe_neh20,5599.0,305.196,200,20
20,cp_seeded_first_neh,3,6,neh_cp:safe_neh25,5599.0,406.984,200,20
20,cp_seeded_first_neh,4,6,neh_cp:safe_neh30,5599.0,355.922,200,20
20,cp_seeded_first_neh,5,6,incremental_pw_cp:safe_pw005,5599.0,233.572,200,20
20,cp_seeded_first_neh,6,6,incremental_pw_cp:safe_pw010,5599.0,126.717,200,20
20,cp_seeded_first_neh,0,6,PROBE_WINNER,5599.0,1789.1261660060845,200,20
24,safe_0504_first_neh,1,6,neh_cp:safe_neh15,6163.0,592.271,240,20
24,safe_0504_first_neh,2,6,neh_cp:safe_neh20,6163.0,444.927,240,20
24,safe_0504_first_neh,3,6,neh_cp:safe_neh25,6160.0,610.558,240,20
24,safe_0504_first_neh,4,6,neh_cp:safe_neh30,6160.0,489.549,240,20
24,safe_0504_first_neh,5,6,incremental_pw_cp:safe_pw005,6152.0,390.751,240,20
24,safe_0504_first_neh,6,6,incremental_pw_cp:safe_pw010,6152.0,0.004,240,20
24,safe_0504_first_neh,0,6,PROBE_WINNER,6177.0,2313.896437674295,240,20
26,interleaved_pw_neh_basin,1,8,incremental_pw_cp:interleave_pw005_after_neh10,1299.0,2.991,40,10
26,interleaved_pw_neh_basin,2,8,neh_cp:safe_neh15,1299.0,9.198,40,10
26,interleaved_pw_neh_basin,3,8,incremental_pw_cp:interleave_pw006_after_neh15,1299.0,2.459,40,10
26,interleaved_pw_neh_basin,4,8,neh_cp:safe_neh20,1299.0,6.169,40,10
26,interleaved_pw_neh_basin,5,8,incremental_pw_cp:interleave_pw008_after_neh20,1299.0,9.538,40,10
26,interleaved_pw_neh_basin,6,8,neh_cp:safe_neh25,1299.0,10.177,40,10
26,interleaved_pw_neh_basin,7,8,neh_cp:safe_neh30,1299.0,10.219,40,10
26,interleaved_pw_neh_basin,8,8,incremental_pw_cp:safe_pw010,1299.0,13.565,40,10
26,interleaved_pw_neh_basin,0,8,PROBE_WINNER,1302.0,57.97193626733497,40,10
27,cp_seeded_first_neh,1,6,neh_cp:safe_neh15,1591.0,13.812,40,15
27,cp_seeded_first_neh,2,6,neh_cp:safe_neh20,1591.0,9.246,40,15
27,cp_seeded_first_neh,3,6,neh_cp:safe_neh25,1591.0,15.287,40,15
27,cp_seeded_first_neh,4,6,neh_cp:safe_neh30,1591.0,15.257,40,15
27,cp_seeded_first_neh,5,6,incremental_pw_cp:safe_pw005,1591.0,6.723,40,15
27,cp_seeded_first_neh,6,6,incremental_pw_cp:safe_pw010,1591.0,20.405,40,15
27,cp_seeded_first_neh,0,6,PROBE_WINNER,1591.0,97.45024879649282,40,15
28,cp_seeded_first_neh,1,6,neh_cp:safe_neh15,1923.0,18.453,40,20
28,cp_seeded_first_neh,2,6,neh_cp:safe_neh20,1923.0,12.287,40,20
28,cp_seeded_first_neh,3,6,neh_cp:safe_neh25,1923.0,20.437,40,20
28,cp_seeded_first_neh,4,6,neh_cp:safe_neh30,1923.0,20.323,40,20
28,cp_seeded_first_neh,5,6,incremental_pw_cp:safe_pw005,1909.0,32.422,40,20
28,cp_seeded_first_neh,6,6,incremental_pw_cp:safe_pw010,1906.0,34.0,40,20
28,cp_seeded_first_neh,0,6,PROBE_WINNER,1940.0,121.36733501544222,40,20
30,cp_seeded_first_neh,1,6,neh_cp:safe_neh15,2074.0,36.906,80,10
30,cp_seeded_first_neh,2,6,neh_cp:safe_neh20,2071.0,24.667,80,10
30,cp_seeded_first_neh,3,6,neh_cp:safe_neh25,2071.0,40.628,80,10
30,cp_seeded_first_neh,4,6,neh_cp:safe_neh30,2071.0,30.554,80,10
30,cp_seeded_first_neh,5,6,incremental_pw_cp:safe_pw005,2058.0,127.92,80,10
30,cp_seeded_first_neh,6,6,incremental_pw_cp:safe_pw010,2058.0,64.049,80,10
30,cp_seeded_first_neh,0,6,PROBE_WINNER,2074.0,254.9513471238315,80,10
32,retained_cp_sequence_first_neh,1,6,neh_cp:safe_neh15,2488.0,74.475,80,20
32,retained_cp_sequence_first_neh,2,6,neh_cp:safe_neh20,2478.0,49.359,80,20
32,retained_cp_sequence_first_neh,3,6,neh_cp:safe_neh25,2478.0,81.508,80,20
32,retained_cp_sequence_first_neh,4,6,neh_cp:safe_neh30,2478.0,61.069,80,20
32,retained_cp_sequence_first_neh,5,6,incremental_pw_cp:safe_pw005,2477.0,28.595,80,20
32,retained_cp_sequence_first_neh,6,6,incremental_pw_cp:safe_pw010,2476.0,29.241,80,20
32,retained_cp_sequence_first_neh,0,6,PROBE_WINNER,2488.0,521.4363942481577,80,20
34,cp_seeded_first_neh,1,6,neh_cp:safe_neh15,2955.0,66.507,120,10
34,cp_seeded_first_neh,2,6,neh_cp:safe_neh20,2955.0,55.357,120,10
34,cp_seeded_first_neh,3,6,neh_cp:safe_neh25,2955.0,76.447,120,10
34,cp_seeded_first_neh,4,6,neh_cp:safe_neh30,2955.0,60.973,120,10
34,cp_seeded_first_neh,5,6,incremental_pw_cp:safe_pw005,2955.0,17.314,120,10
34,cp_seeded_first_neh,6,6,incremental_pw_cp:safe_pw010,2955.0,9.763,120,10
34,cp_seeded_first_neh,0,6,PROBE_WINNER,2955.0,444.28061312250793,120,10
35,delayed_profile_first_neh,1,6,neh_cp:safe_neh15,3348.0,111.116,120,15
35,delayed_profile_first_neh,2,6,neh_cp:safe_neh20,3348.0,83.281,120,15
35,delayed_profile_first_neh,3,6,neh_cp:safe_neh25,3348.0,114.402,120,15
35,delayed_profile_first_neh,4,6,neh_cp:safe_neh30,3348.0,91.608,120,15
35,delayed_profile_first_neh,5,6,incremental_pw_cp:safe_pw005,3313.0,188.914,120,15
35,delayed_profile_first_neh,6,6,incremental_pw_cp:safe_pw010,3313.0,65.434,120,15
35,delayed_profile_first_neh,0,6,PROBE_WINNER,3348.0,695.7752095935866,120,15
36,delayed_profile_first_neh,1,6,neh_cp:safe_neh15,3627.0,147.964,120,20
36,delayed_profile_first_neh,2,6,neh_cp:safe_neh20,3627.0,110.781,120,20
36,delayed_profile_first_neh,3,6,neh_cp:safe_neh25,3627.0,152.632,120,20
36,delayed_profile_first_neh,4,6,neh_cp:safe_neh30,3627.0,122.679,120,20
36,delayed_profile_first_neh,5,6,incremental_pw_cp:safe_pw005,3603.0,186.149,120,20
36,delayed_profile_first_neh,6,6,incremental_pw_cp:safe_pw010,3603.0,87.527,120,20
36,delayed_profile_first_neh,0,6,PROBE_WINNER,3641.0,936.4030825947411,120,20
39,retained_cp_sequence_first_neh,1,6,neh_cp:safe_neh15,4194.0,203.367,160,15
39,retained_cp_sequence_first_neh,2,6,neh_cp:safe_neh20,4180.0,148.556,160,15
39,retained_cp_sequence_first_neh,3,6,neh_cp:safe_neh25,4180.0,213.899,160,15
39,retained_cp_sequence_first_neh,4,6,neh_cp:safe_neh30,4156.0,183.466,160,15
39,retained_cp_sequence_first_neh,5,6,incremental_pw_cp:safe_pw005,4148.0,226.528,160,15
39,retained_cp_sequence_first_neh,6,6,incremental_pw_cp:safe_pw010,4148.0,86.35,160,15
39,retained_cp_sequence_first_neh,0,6,PROBE_WINNER,4194.0,1007.477930684574,160,15
40,retained_cp_sequence_first_neh,1,6,neh_cp:safe_neh15,3784.0,271.727,160,20
40,retained_cp_sequence_first_neh,2,6,neh_cp:safe_neh20,3784.0,198.255,160,20
40,retained_cp_sequence_first_neh,3,6,neh_cp:safe_neh25,3784.0,284.83,160,20
40,retained_cp_sequence_first_neh,4,6,neh_cp:safe_neh30,3784.0,245.562,160,20
40,retained_cp_sequence_first_neh,5,6,incremental_pw_cp:safe_pw005,3768.0,278.396,160,20
40,retained_cp_sequence_first_neh,6,6,incremental_pw_cp:safe_pw010,3768.0,115.682,160,20
40,retained_cp_sequence_first_neh,0,6,PROBE_WINNER,3787.0,1340.2539011551999,160,20
44,safe_0504_first_neh,1,6,neh_cp:safe_neh15,5382.0,433.44,200,20
44,safe_0504_first_neh,2,6,neh_cp:safe_neh20,5382.0,309.789,200,20
44,safe_0504_first_neh,3,6,neh_cp:safe_neh25,5382.0,407.115,200,20
44,safe_0504_first_neh,4,6,neh_cp:safe_neh30,5382.0,357.712,200,20
44,safe_0504_first_neh,5,6,incremental_pw_cp:safe_pw005,5371.0,232.858,200,20
44,safe_0504_first_neh,6,6,incremental_pw_cp:safe_pw010,5371.0,145.5,200,20
44,safe_0504_first_neh,0,6,PROBE_WINNER,5382.0,1805.3966397247277,200,20
48,safe_0504_first_neh,1,6,neh_cp:safe_neh15,5196.0,593.983,240,20
48,safe_0504_first_neh,2,6,neh_cp:safe_neh20,5196.0,444.364,240,20
48,safe_0504_first_neh,3,6,neh_cp:safe_neh25,5196.0,611.279,240,20
48,safe_0504_first_neh,4,6,neh_cp:safe_neh30,5196.0,0.035,240,20
48,safe_0504_first_neh,5,6,incremental_pw_cp:safe_pw005,5189.0,308.888,240,20
48,safe_0504_first_neh,6,6,incremental_pw_cp:safe_pw010,5189.0,15.212,240,20
48,safe_0504_first_neh,0,6,PROBE_WINNER,5212.0,2315.7011025226675,240,20
49,cp_seeded_first_neh,1,6,neh_cp:safe_neh15,881.0,4.603,40,5
49,cp_seeded_first_neh,2,6,neh_cp:safe_neh20,881.0,3.115,40,5
49,cp_seeded_first_neh,3,6,neh_cp:safe_neh25,881.0,5.091,40,5
49,cp_seeded_first_neh,4,6,neh_cp:safe_neh30,881.0,5.114,40,5
49,cp_seeded_first_neh,5,6,incremental_pw_cp:safe_pw005,881.0,5.231,40,5
49,cp_seeded_first_neh,6,6,incremental_pw_cp:safe_pw010,881.0,3.14,40,5
49,cp_seeded_first_neh,0,6,PROBE_WINNER,881.0,28.89113279990852,40,5
50,cp_seeded_first_neh,1,6,neh_cp:safe_neh15,1187.0,9.314,40,10
50,cp_seeded_first_neh,2,6,neh_cp:safe_neh20,1187.0,6.179,40,10
50,cp_seeded_first_neh,3,6,neh_cp:safe_neh25,1187.0,10.142,40,10
50,cp_seeded_first_neh,4,6,neh_cp:safe_neh30,1187.0,10.248,40,10
50,cp_seeded_first_neh,5,6,incremental_pw_cp:safe_pw005,1184.0,13.634,40,10
50,cp_seeded_first_neh,6,6,incremental_pw_cp:safe_pw010,1184.0,13.581,40,10
50,cp_seeded_first_neh,0,6,PROBE_WINNER,1189.0,58.53864476131275,40,10
51,retained_cp_sequence_first_neh,1,6,neh_cp:safe_neh15,1641.0,13.826,40,15
51,retained_cp_sequence_first_neh,2,6,neh_cp:safe_neh20,1641.0,9.274,40,15
51,retained_cp_sequence_first_neh,3,6,neh_cp:safe_neh25,1631.0,15.339,40,15
51,retained_cp_sequence_first_neh,4,6,neh_cp:safe_neh30,1631.0,15.247,40,15
51,retained_cp_sequence_first_neh,5,6,incremental_pw_cp:safe_pw005,1615.0,56.255,40,15
51,retained_cp_sequence_first_neh,6,6,incremental_pw_cp:safe_pw010,1615.0,20.907,40,15
51,retained_cp_sequence_first_neh,0,6,PROBE_WINNER,1641.0,87.02205064333975,40,15
52,cp_seeded_first_neh,1,6,neh_cp:safe_neh15,1623.0,18.52,40,20
52,cp_seeded_first_neh,2,6,neh_cp:safe_neh20,1623.0,12.379,40,20
52,cp_seeded_first_neh,3,6,neh_cp:safe_neh25,1623.0,20.525,40,20
52,cp_seeded_first_neh,4,6,neh_cp:safe_neh30,1619.0,20.473,40,20
52,cp_seeded_first_neh,5,6,incremental_pw_cp:safe_pw005,1593.0,76.819,40,20
52,cp_seeded_first_neh,6,6,incremental_pw_cp:safe_pw010,1592.0,51.148,40,20
52,cp_seeded_first_neh,0,6,PROBE_WINNER,1623.0,117.1551826489158,40,20
54,safe_0504_first_neh,1,6,neh_cp:safe_neh15,1851.0,37.056,80,10
54,safe_0504_first_neh,2,6,neh_cp:safe_neh20,1851.0,24.568,80,10
54,safe_0504_first_neh,3,6,neh_cp:safe_neh25,1842.0,40.809,80,10
54,safe_0504_first_neh,4,6,neh_cp:safe_neh30,1842.0,30.463,80,10
54,safe_0504_first_neh,5,6,incremental_pw_cp:safe_pw005,1834.0,15.942,80,10
54,safe_0504_first_neh,6,6,incremental_pw_cp:safe_pw010,1834.0,8.855,80,10
54,safe_0504_first_neh,0,6,PROBE_WINNER,1851.0,259.34387499000877,80,10
55,retained_cp_sequence_first_neh,1,6,neh_cp:safe_neh15,2505.0,55.511,80,15
55,retained_cp_sequence_first_neh,2,6,neh_cp:safe_neh20,2505.0,36.889,80,15
55,retained_cp_sequence_first_neh,3,6,neh_cp:safe_neh25,2505.0,61.54,80,15
55,retained_cp_sequence_first_neh,4,6,neh_cp:safe_neh30,2505.0,45.719,80,15
55,retained_cp_sequence_first_neh,5,6,incremental_pw_cp:safe_pw005,2484.0,118.906,80,15
55,retained_cp_sequence_first_neh,6,6,incremental_pw_cp:safe_pw010,2482.0,67.545,80,15
55,retained_cp_sequence_first_neh,0,6,PROBE_WINNER,2517.0,415.067610131111,80,15
56,cp_seeded_first_neh,1,6,neh_cp:safe_neh15,2799.0,66.904,80,20
56,cp_seeded_first_neh,2,6,neh_cp:safe_neh20,2799.0,49.281,80,20
56,cp_seeded_first_neh,3,6,neh_cp:safe_neh25,2799.0,81.439,80,20
56,cp_seeded_first_neh,4,6,neh_cp:safe_neh30,2799.0,61.037,80,20
56,cp_seeded_first_neh,5,6,incremental_pw_cp:safe_pw005,2785.0,125.71,80,20
56,cp_seeded_first_neh,6,6,incremental_pw_cp:safe_pw010,2777.0,101.864,80,20
56,cp_seeded_first_neh,0,6,PROBE_WINNER,2799.0,514.179943039082,80,20
59,delayed_profile_first_neh,1,6,neh_cp:safe_neh15,2723.0,110.907,120,15
59,delayed_profile_first_neh,2,6,neh_cp:safe_neh20,2723.0,83.027,120,15
59,delayed_profile_first_neh,3,6,neh_cp:safe_neh25,2723.0,114.808,120,15
59,delayed_profile_first_neh,4,6,neh_cp:safe_neh30,2723.0,91.33,120,15
59,delayed_profile_first_neh,5,6,incremental_pw_cp:safe_pw005,2716.0,256.04,120,15
59,delayed_profile_first_neh,6,6,incremental_pw_cp:safe_pw010,2716.0,68.46,120,15
59,delayed_profile_first_neh,0,6,PROBE_WINNER,2723.0,698.1771190883592,120,15
60,cp_seeded_first_neh,1,6,neh_cp:safe_neh15,3580.0,147.663,120,20
60,cp_seeded_first_neh,2,6,neh_cp:safe_neh20,3580.0,110.552,120,20
60,cp_seeded_first_neh,3,6,neh_cp:safe_neh25,3580.0,152.942,120,20
60,cp_seeded_first_neh,4,6,neh_cp:safe_neh30,3580.0,121.896,120,20
60,cp_seeded_first_neh,5,6,incremental_pw_cp:safe_pw005,3569.0,83.83,120,20
60,cp_seeded_first_neh,6,6,incremental_pw_cp:safe_pw010,3569.0,28.906,120,20
60,cp_seeded_first_neh,0,6,PROBE_WINNER,3580.0,932.3884427780285,120,20
63,interleaved_pw_neh_basin,1,8,incremental_pw_cp:interleave_pw005_after_neh10,4091.0,153.815,160,15
63,interleaved_pw_neh_basin,2,8,neh_cp:safe_neh15,4091.0,203.981,160,15
63,interleaved_pw_neh_basin,3,8,incremental_pw_cp:interleave_pw006_after_neh15,4090.0,70.279,160,15
63,interleaved_pw_neh_basin,4,8,neh_cp:safe_neh20,4090.0,148.274,160,15
63,interleaved_pw_neh_basin,5,8,incremental_pw_cp:interleave_pw008_after_neh20,4090.0,83.298,160,15
63,interleaved_pw_neh_basin,6,8,neh_cp:safe_neh25,4090.0,213.803,160,15
63,interleaved_pw_neh_basin,7,8,neh_cp:safe_neh30,4090.0,182.95,160,15
63,interleaved_pw_neh_basin,8,8,incremental_pw_cp:safe_pw010,4090.0,90.287,160,15
63,interleaved_pw_neh_basin,0,8,PROBE_WINNER,4098.0,1007.597766356077,160,15
64,interleaved_pw_neh_basin,1,8,incremental_pw_cp:interleave_pw005_after_neh10,3919.0,153.464,160,20
64,interleaved_pw_neh_basin,2,8,neh_cp:safe_neh15,3919.0,255.774,160,20
64,interleaved_pw_neh_basin,3,8,incremental_pw_cp:interleave_pw006_after_neh15,3916.0,114.522,160,20
64,interleaved_pw_neh_basin,4,8,neh_cp:safe_neh20,3916.0,197.048,160,20
64,interleaved_pw_neh_basin,5,8,incremental_pw_cp:interleave_pw008_after_neh20,3916.0,110.628,160,20
64,interleaved_pw_neh_basin,6,8,neh_cp:safe_neh25,3916.0,284.756,160,20
64,interleaved_pw_neh_basin,7,8,neh_cp:safe_neh30,3916.0,244.462,160,20
64,interleaved_pw_neh_basin,8,8,incremental_pw_cp:safe_pw010,3916.0,116.629,160,20
64,interleaved_pw_neh_basin,0,8,PROBE_WINNER,3926.0,1336.2734473315068,160,20
68,cp_seeded_first_neh,1,6,neh_cp:safe_neh15,5431.0,432.745,200,20
68,cp_seeded_first_neh,2,6,neh_cp:safe_neh20,5431.0,309.076,200,20
68,cp_seeded_first_neh,3,6,neh_cp:safe_neh25,5431.0,408.494,200,20
68,cp_seeded_first_neh,4,6,neh_cp:safe_neh30,5431.0,357.362,200,20
68,cp_seeded_first_neh,5,6,incremental_pw_cp:safe_pw005,5416.0,227.931,200,20
68,cp_seeded_first_neh,6,6,incremental_pw_cp:safe_pw010,5415.0,172.157,200,20
68,cp_seeded_first_neh,0,6,PROBE_WINNER,5431.0,1801.8825098378584,200,20
72,safe_0504_first_neh,1,6,neh_cp:safe_neh15,5125.0,592.138,240,20
72,safe_0504_first_neh,2,6,neh_cp:safe_neh20,5123.0,446.131,240,20
72,safe_0504_first_neh,3,6,neh_cp:safe_neh25,5090.0,610.643,240,20
72,safe_0504_first_neh,4,6,neh_cp:safe_neh30,5090.0,490.117,240,20
72,safe_0504_first_neh,5,6,incremental_pw_cp:safe_pw005,5086.0,117.031,240,20
72,safe_0504_first_neh,6,6,incremental_pw_cp:safe_pw010,5086.0,0.003,240,20
72,safe_0504_first_neh,0,6,PROBE_WINNER,5125.0,2313.0546370758675,240,20
73,cp_seeded_first_neh,1,6,neh_cp:safe_neh15,854.0,4.646,40,5
73,cp_seeded_first_neh,2,6,neh_cp:safe_neh20,854.0,3.134,40,5
73,cp_seeded_first_neh,3,6,neh_cp:safe_neh25,854.0,5.128,40,5
73,cp_seeded_first_neh,4,6,neh_cp:safe_neh30,854.0,5.112,40,5
73,cp_seeded_first_neh,5,6,incremental_pw_cp:safe_pw005,851.0,7.259,40,5
73,cp_seeded_first_neh,6,6,incremental_pw_cp:safe_pw010,851.0,4.018,40,5
73,cp_seeded_first_neh,0,6,PROBE_WINNER,854.0,31.455820047296584,40,5
74,cp_seeded_first_neh,1,6,neh_cp:safe_neh15,1320.0,9.209,40,10
74,cp_seeded_first_neh,2,6,neh_cp:safe_neh20,1320.0,6.238,40,10
74,cp_seeded_first_neh,3,6,neh_cp:safe_neh25,1309.0,10.245,40,10
74,cp_seeded_first_neh,4,6,neh_cp:safe_neh30,1301.0,10.182,40,10
74,cp_seeded_first_neh,5,6,incremental_pw_cp:safe_pw005,1284.0,53.619,40,10
74,cp_seeded_first_neh,6,6,incremental_pw_cp:safe_pw010,1283.0,16.86,40,10
74,cp_seeded_first_neh,0,6,PROBE_WINNER,1320.0,58.46967264497653,40,10
75,delayed_profile_first_neh,1,6,neh_cp:safe_neh15,1386.0,11.019,40,15
75,delayed_profile_first_neh,2,6,neh_cp:safe_neh20,1386.0,9.275,40,15
75,delayed_profile_first_neh,3,6,neh_cp:safe_neh25,1386.0,15.206,40,15
75,delayed_profile_first_neh,4,6,neh_cp:safe_neh30,1386.0,15.295,40,15
75,delayed_profile_first_neh,5,6,incremental_pw_cp:safe_pw005,1382.0,70.76,40,15
75,delayed_profile_first_neh,6,6,incremental_pw_cp:safe_pw010,1382.0,36.891,40,15
