ins,selected_lane,step_idx,step_count,step_label,obj,elapsed,n,c
212,safe_0504_first_neh,4,6,neh_cp:safe_neh30,5401.0,356.613,200,20
212,safe_0504_first_neh,5,6,incremental_pw_cp:safe_pw005,5387.0,443.79,200,20
212,safe_0504_first_neh,6,6,incremental_pw_cp:safe_pw010,5384.0,223.356,200,20
212,safe_0504_first_neh,0,6,PROBE_WINNER,5401.0,1804.3706562081352,200,20
216,cp_seeded_first_neh,1,6,neh_cp:safe_neh15,6247.0,592.448,240,20
216,cp_seeded_first_neh,2,6,neh_cp:safe_neh20,6247.0,445.289,240,20
216,cp_seeded_first_neh,3,6,neh_cp:safe_neh25,6247.0,611.695,240,20
216,cp_seeded_first_neh,4,6,neh_cp:safe_neh30,6247.0,489.753,240,20
216,cp_seeded_first_neh,5,6,incremental_pw_cp:safe_pw005,6235.0,165.31,240,20
216,cp_seeded_first_neh,6,6,incremental_pw_cp:safe_pw010,6235.0,0.003,240,20
216,cp_seeded_first_neh,0,6,PROBE_WINNER,6247.0,2316.153995648492,240,20
217,safe_0504_first_neh,1,6,neh_cp:safe_neh15,1024.0,4.64,40,5
217,safe_0504_first_neh,2,6,neh_cp:safe_neh20,1019.0,3.095,40,5
217,safe_0504_first_neh,3,6,neh_cp:safe_neh25,1018.0,5.144,40,5
217,safe_0504_first_neh,4,6,neh_cp:safe_neh30,1016.0,5.098,40,5
217,safe_0504_first_neh,5,6,incremental_pw_cp:safe_pw005,1015.0,7.631,40,5
217,safe_0504_first_neh,6,6,incremental_pw_cp:safe_pw010,1015.0,7.069,40,5
217,safe_0504_first_neh,0,6,PROBE_WINNER,1024.0,29.547565104905516,40,5
218,safe_0504_first_neh,1,6,neh_cp:safe_neh15,1382.0,9.241,40,10
218,safe_0504_first_neh,2,6,neh_cp:safe_neh20,1378.0,6.183,40,10
218,safe_0504_first_neh,3,6,neh_cp:safe_neh25,1378.0,10.138,40,10
218,safe_0504_first_neh,4,6,neh_cp:safe_neh30,1378.0,10.218,40,10
218,safe_0504_first_neh,5,6,incremental_pw_cp:safe_pw005,1366.0,55.853,40,10
218,safe_0504_first_neh,6,6,incremental_pw_cp:safe_pw010,1366.0,14.223,40,10
218,safe_0504_first_neh,0,6,PROBE_WINNER,1389.0,61.23471616534516,40,10
219,delayed_profile_first_neh,1,6,neh_cp:safe_neh15,1661.0,11.584,40,15
219,delayed_profile_first_neh,2,6,neh_cp:safe_neh20,1658.0,9.317,40,15
219,delayed_profile_first_neh,3,6,neh_cp:safe_neh25,1654.0,15.285,40,15
219,delayed_profile_first_neh,4,6,neh_cp:safe_neh30,1646.0,15.278,40,15
219,delayed_profile_first_neh,5,6,incremental_pw_cp:safe_pw005,1630.0,25.659,40,15
219,delayed_profile_first_neh,6,6,incremental_pw_cp:safe_pw010,1625.0,19.025,40,15
219,delayed_profile_first_neh,0,6,PROBE_WINNER,1667.0,90.52962904702872,40,15
220,interleaved_pw_neh_basin,1,8,incremental_pw_cp:interleave_pw005_after_neh10,1565.0,22.68,40,20
220,interleaved_pw_neh_basin,2,8,neh_cp:safe_neh15,1565.0,18.485,40,20
220,interleaved_pw_neh_basin,3,8,incremental_pw_cp:interleave_pw006_after_neh15,1565.0,9.855,40,20
220,interleaved_pw_neh_basin,4,8,neh_cp:safe_neh20,1565.0,12.301,40,20
220,interleaved_pw_neh_basin,5,8,incremental_pw_cp:interleave_pw008_after_neh20,1564.0,43.743,40,20
220,interleaved_pw_neh_basin,6,8,neh_cp:safe_neh25,1564.0,20.322,40,20
220,interleaved_pw_neh_basin,7,8,neh_cp:safe_neh30,1564.0,20.35,40,20
220,interleaved_pw_neh_basin,8,8,incremental_pw_cp:safe_pw010,1558.0,39.779,40,20
220,interleaved_pw_neh_basin,0,8,PROBE_WINNER,1575.0,142.0082965590991,40,20
222,retained_cp_sequence_first_neh,1,6,neh_cp:safe_neh15,2179.0,37.163,80,10
222,retained_cp_sequence_first_neh,2,6,neh_cp:safe_neh20,2179.0,24.673,80,10
222,retained_cp_sequence_first_neh,3,6,neh_cp:safe_neh25,2179.0,40.777,80,10
222,retained_cp_sequence_first_neh,4,6,neh_cp:safe_neh30,2179.0,30.54,80,10
222,retained_cp_sequence_first_neh,5,6,incremental_pw_cp:safe_pw005,2168.0,13.836,80,10
222,retained_cp_sequence_first_neh,6,6,incremental_pw_cp:safe_pw010,2168.0,10.077,80,10
222,retained_cp_sequence_first_neh,0,6,PROBE_WINNER,2179.0,267.0312800835818,80,10
223,cp_seeded_first_neh,1,6,neh_cp:safe_neh15,2324.0,55.283,80,15
223,cp_seeded_first_neh,2,6,neh_cp:safe_neh20,2324.0,36.875,80,15
223,cp_seeded_first_neh,3,6,neh_cp:safe_neh25,2324.0,61.061,80,15
223,cp_seeded_first_neh,4,6,neh_cp:safe_neh30,2324.0,45.883,80,15
223,cp_seeded_first_neh,5,6,incremental_pw_cp:safe_pw005,2301.0,69.654,80,15
223,cp_seeded_first_neh,6,6,incremental_pw_cp:safe_pw010,2301.0,42.587,80,15
223,cp_seeded_first_neh,0,6,PROBE_WINNER,2324.0,396.4004566431977,80,15
224,delayed_profile_first_neh,1,6,neh_cp:safe_neh15,2590.0,73.931,80,20
224,delayed_profile_first_neh,2,6,neh_cp:safe_neh20,2590.0,49.211,80,20
224,delayed_profile_first_neh,3,6,neh_cp:safe_neh25,2590.0,81.502,80,20
224,delayed_profile_first_neh,4,6,neh_cp:safe_neh30,2590.0,61.128,80,20
224,delayed_profile_first_neh,5,6,incremental_pw_cp:safe_pw005,2584.0,66.354,80,20
224,delayed_profile_first_neh,6,6,incremental_pw_cp:safe_pw010,2584.0,13.577,80,20
224,delayed_profile_first_neh,0,6,PROBE_WINNER,2590.0,562.641122687608,80,20
226,cp_seeded_first_neh,1,6,neh_cp:safe_neh15,3081.0,68.219,120,10
226,cp_seeded_first_neh,2,6,neh_cp:safe_neh20,3081.0,55.513,120,10
226,cp_seeded_first_neh,3,6,neh_cp:safe_neh25,3081.0,76.427,120,10
226,cp_seeded_first_neh,4,6,neh_cp:safe_neh30,3081.0,61.037,120,10
226,cp_seeded_first_neh,5,6,incremental_pw_cp:safe_pw005,3061.0,173.518,120,10
226,cp_seeded_first_neh,6,6,incremental_pw_cp:safe_pw010,3061.0,50.915,120,10
226,cp_seeded_first_neh,0,6,PROBE_WINNER,3081.0,425.73548886040226,120,10
227,delayed_profile_first_neh,1,6,neh_cp:safe_neh15,3309.0,110.972,120,15
227,delayed_profile_first_neh,2,6,neh_cp:safe_neh20,3309.0,83.168,120,15
227,delayed_profile_first_neh,3,6,neh_cp:safe_neh25,3309.0,114.39,120,15
227,delayed_profile_first_neh,4,6,neh_cp:safe_neh30,3309.0,91.545,120,15
227,delayed_profile_first_neh,5,6,incremental_pw_cp:safe_pw005,3288.0,144.099,120,15
227,delayed_profile_first_neh,6,6,incremental_pw_cp:safe_pw010,3282.0,232.621,120,15
227,delayed_profile_first_neh,0,6,PROBE_WINNER,3309.0,699.0193023756146,120,15
228,delayed_profile_first_neh,1,6,neh_cp:safe_neh15,3735.0,147.998,120,20
228,delayed_profile_first_neh,2,6,neh_cp:safe_neh20,3735.0,110.93,120,20
228,delayed_profile_first_neh,3,6,neh_cp:safe_neh25,3735.0,152.466,120,20
228,delayed_profile_first_neh,4,6,neh_cp:safe_neh30,3735.0,122.0,120,20
228,delayed_profile_first_neh,5,6,incremental_pw_cp:safe_pw005,3722.0,209.775,120,20
228,delayed_profile_first_neh,6,6,incremental_pw_cp:safe_pw010,3722.0,85.913,120,20
228,delayed_profile_first_neh,0,6,PROBE_WINNER,3742.0,931.1869391310029,120,20
231,delayed_profile_first_neh,1,6,neh_cp:safe_neh15,4196.0,203.588,160,15
231,delayed_profile_first_neh,2,6,neh_cp:safe_neh20,4196.0,148.242,160,15
231,delayed_profile_first_neh,3,6,neh_cp:safe_neh25,4194.0,213.494,160,15
231,delayed_profile_first_neh,4,6,neh_cp:safe_neh30,4194.0,183.222,160,15
231,delayed_profile_first_neh,5,6,incremental_pw_cp:safe_pw005,4181.0,291.178,160,15
231,delayed_profile_first_neh,6,6,incremental_pw_cp:safe_pw010,4181.0,86.243,160,15
231,delayed_profile_first_neh,0,6,PROBE_WINNER,4196.0,1000.6450738683343,160,15
232,delayed_profile_first_neh,1,6,neh_cp:safe_neh15,4288.0,270.527,160,20
232,delayed_profile_first_neh,2,6,neh_cp:safe_neh20,4288.0,196.904,160,20
232,delayed_profile_first_neh,3,6,neh_cp:safe_neh25,4288.0,284.157,160,20
232,delayed_profile_first_neh,4,6,neh_cp:safe_neh30,4288.0,243.543,160,20
232,delayed_profile_first_neh,5,6,incremental_pw_cp:safe_pw005,4276.0,42.64,160,20
232,delayed_profile_first_neh,6,6,incremental_pw_cp:safe_pw010,4272.0,167.564,160,20
232,delayed_profile_first_neh,0,6,PROBE_WINNER,4311.0,1337.8703543348238,160,20
235,safe_0504_first_neh,1,6,neh_cp:safe_neh15,5055.0,324.071,200,15
235,safe_0504_first_neh,2,6,neh_cp:safe_neh20,5055.0,230.948,200,15
235,safe_0504_first_neh,3,6,neh_cp:safe_neh25,5055.0,305.096,200,15
235,safe_0504_first_neh,4,6,neh_cp:safe_neh30,5055.0,266.92,200,15
235,safe_0504_first_neh,5,6,incremental_pw_cp:safe_pw005,5034.0,478.543,200,15
235,safe_0504_first_neh,6,6,incremental_pw_cp:safe_pw010,5034.0,108.422,200,15
235,safe_0504_first_neh,0,6,PROBE_WINNER,5057.0,1346.54776211828,200,15
236,safe_0504_first_neh,1,6,neh_cp:safe_neh15,5417.0,431.378,200,20
236,safe_0504_first_neh,2,6,neh_cp:safe_neh20,5417.0,308.65,200,20
236,safe_0504_first_neh,3,6,neh_cp:safe_neh25,5417.0,407.614,200,20
236,safe_0504_first_neh,4,6,neh_cp:safe_neh30,5417.0,357.534,200,20
236,safe_0504_first_neh,5,6,incremental_pw_cp:safe_pw005,5389.0,266.659,200,20
236,safe_0504_first_neh,6,6,incremental_pw_cp:safe_pw010,5387.0,264.428,200,20
236,safe_0504_first_neh,0,6,PROBE_WINNER,5417.0,1801.132766874507,200,20
240,safe_0504_first_neh,1,6,neh_cp:safe_neh15,6090.0,592.435,240,20
240,safe_0504_first_neh,2,6,neh_cp:safe_neh20,6090.0,444.327,240,20
240,safe_0504_first_neh,3,6,neh_cp:safe_neh25,6090.0,609.584,240,20
240,safe_0504_first_neh,4,6,neh_cp:safe_neh30,6090.0,489.521,240,20
240,safe_0504_first_neh,5,6,incremental_pw_cp:safe_pw005,6077.0,362.063,240,20
240,safe_0504_first_neh,6,6,incremental_pw_cp:safe_pw010,6077.0,39.368,240,20
240,safe_0504_first_neh,0,6,PROBE_WINNER,6090.0,2306.84503766289,240,20
